scenario_id,feeder,slack_vm,load_scale,pv_penetration,replicate,converged,available_pv_mw,pre_min_vm_pu,pre_max_vm_pu,pre_undervoltage_buses,pre_overvoltage_buses,pre_overvoltage_scenario,selected_pv_curtail,post_min_vm_pu,post_max_vm_pu,post_undervoltage_buses,post_overvoltage_buses,post_overvoltage_scenario,accepted_pv_mw,curtailed_pv_mw
73,33,1.02,0.5,4.0,1,True,7.43,1.02,1.0822225953233027,0,15,1,0.4,1.0180122815936046,1.0433335168874247,0,0,0,4.457999999999999,2.972
74,33,1.02,0.5,4.0,2,True,7.43,1.02,1.1413389028001035,0,21,1,0.5,1.02,1.0663194697792406,0,9,1,3.715,3.715
75,33,1.02,0.7,1.0,0,True,2.6005,0.996540121459103,1.02,0,0,0,0.0,0.996540121459103,1.02,0,0,0,2.6005,0.0
76,33,1.02,0.7,1.0,1,True,2.6005,1.0059268737897193,1.0251816381523653,0,0,0,0.0,1.0059268737897193,1.0251816381523653,0,0,0,2.6005,0.0
77,33,1.02,0.7,1.0,2,True,2.6005,0.995771370926044,1.024938535177249,0,0,0,0.0,0.995771370926044,1.024938535177249,0,0,0,2.6005,0.0
78,33,1.02,0.7,1.5,0,True,3.9007499999999995,1.0097332024400698,1.0324122970578948,0,0,0,0.0,1.0097332024400698,1.0324122970578948,0,0,0,3.9007499999999995,0.0
79,33,1.02,0.7,1.5,1,True,3.9007499999999995,0.9977456842819403,1.0247838196978485,0,0,0,0.0,0.9977456842819403,1.0247838196978485,0,0,0,3.9007499999999995,0.0
80,33,1.02,0.7,1.5,2,True,3.9007499999999995,0.9918601333455555,1.0285168939043292,0,0,0,0.0,0.9918601333455555,1.0285168939043292,0,0,0,3.9007499999999995,0.0
81,33,1.02,0.7,2.0,0,True,5.201,1.0136646266877822,1.0916282622478233,0,10,1,0.4,1.0061535034624527,1.0437260928862502,0,0,0,3.1205999999999996,2.0804
82,33,1.02,0.7,2.0,1,True,5.201,1.0159945012265321,1.041799934823368,0,0,0,0.0,1.0159945012265321,1.041799934823368,0,0,0,5.201,0.0
83,33,1.02,0.7,2.0,2,True,5.201,1.0141052749484918,1.0534769803413901,0,5,1,0.1,1.0127259983314336,1.0451813413882047,0,0,0,4.680899999999999,0.5201
84,33,1.02,0.7,3.0,0,True,7.801499999999999,1.0183993766063784,1.1513433314607036,0,17,1,0.5,1.0077150259425849,1.0652337347357386,0,6,1,3.9007499999999995,3.9007499999999995
85,33,1.02,0.7,3.0,1,True,7.801499999999999,1.02,1.1026987688839247,0,21,1,0.5,1.0120401583672753,1.0386013835679417,0,0,0,3.9007499999999995,3.9007499999999995
86,33,1.02,0.7,3.0,2,True,7.801499999999999,1.02,1.1337829724725577,0,21,1,0.5,1.0104805637548941,1.0548365054582916,0,4,1,3.9007499999999995,3.9007499999999995
87,33,1.02,0.7,4.0,0,True,10.402,1.02,1.1654819121842628,0,21,1,0.5,1.0119668600089042,1.0742890544401154,0,9,1,5.201,5.201
88,33,1.02,0.7,4.0,1,True,10.402,1.02,1.1040012420212149,0,21,1,0.5,1.016889917904532,1.0418379538898217,0,0,0,5.201,5.201
89,33,1.02,0.7,4.0,2,True,10.402,1.02,1.1446240926191424,0,21,1,0.5,1.0109586318037014,1.0623035329317947,0,7,1,5.201,5.201
90,33,1.04,0.3,1.0,0,True,1.1145,1.0248894133060091,1.04,0,0,0,0.0,1.0248894133060091,1.04,0,0,0,1.1145,0.0
91,33,1.04,0.3,1.0,1,True,1.1145,1.0305741041455752,1.0481284053126476,0,0,0,0.0,1.0305741041455752,1.0481284053126476,0,0,0,1.1145,0.0
92,33,1.04,0.3,1.0,2,True,1.1145,1.0288665057649653,1.040019614782383,0,0,0,0.0,1.0288665057649653,1.040019614782383,0,0,0,1.1145,0.0
93,33,1.04,0.3,1.5,0,True,1.67175,1.032754744961558,1.0533791309826008,0,6,1,0.1,1.0312485421149742,1.04989443116825,0,0,0,1.504575,0.16717500000000002
94,33,1.04,0.3,1.5,1,True,1.67175,1.0361298081865002,1.0455208946709689,0,0,0,0.0,1.0361298081865002,1.0455208946709689,0,0,0,1.67175,0.0
95,33,1.04,0.3,1.5,2,True,1.67175,1.0361236259219377,1.0492022690513367,0,0,0,0.0,1.0361236259219377,1.0492022690513367,0,0,0,1.67175,0.0
96,33,1.04,0.3,2.0,0,True,2.229,1.0367300691580141,1.0538410998443295,0,4,1,0.2,1.03291979552079,1.0465368603812397,0,0,0,1.7832000000000001,0.44580000000000003
97,33,1.04,0.3,2.0,1,True,2.229,1.038844564204515,1.0564809186412574,0,7,1,0.2,1.0386046666336277,1.0488770061082415,0,0,0,1.7832000000000001,0.44580000000000003
98,33,1.04,0.3,2.0,2,True,2.229,1.0390596024115204,1.0452471033518487,0,0,0,0.0,1.0390596024115204,1.0452471033518487,0,0,0,2.229,0.0
99,33,1.04,0.3,3.0,0,True,3.3435,1.04,1.0766872515530255,0,21,1,0.5,1.035018257995571,1.0477203013765857,0,0,0,1.67175,1.67175
100,33,1.04,0.3,3.0,1,True,3.3435,1.04,1.0706020603187123,0,23,1,0.5,1.0361295414651381,1.044792072736219,0,0,0,1.67175,1.67175
101,33,1.04,0.3,3.0,2,True,3.3435,1.04,1.068647659908424,0,22,1,0.4,1.0370410796206624,1.0489396541004654,0,0,0,2.0061,1.3374000000000001
102,33,1.04,0.3,4.0,0,True,4.458,1.04,1.0882458955225587,0,23,1,0.5,1.0383023351527803,1.0539690089273581,0,6,1,2.229,2.229
103,33,1.04,0.3,4.0,1,True,4.458,1.04,1.0944967800745096,0,28,1,0.5,1.0344140904540178,1.0569230479751335,0,6,1,2.229,2.229
104,33,1.04,0.3,4.0,2,True,4.458,1.04,1.0712455210915985,0,23,1,0.5,1.0353114381423132,1.045798931356773,0,0,0,2.229,2.229
105,33,1.04,0.5,1.0,0,True,1.8575,1.0190588107202636,1.0430998552320703,0,0,0,0.0,1.0190588107202636,1.0430998552320703,0,0,0,1.8575,0.0
106,33,1.04,0.5,1.0,1,True,1.8575,1.0241123691822447,1.04,0,0,0,0.0,1.0241123691822447,1.04,0,0,0,1.8575,0.0
107,33,1.04,0.5,1.0,2,True,1.8575,1.0166197039361002,1.0427990346397098,0,0,0,0.0,1.0166197039361002,1.0427990346397098,0,0,0,1.8575,0.0
108,33,1.04,0.5,1.5,0,True,2.78625,1.0379181547115919,1.0476468889322819,0,0,0,0.0,1.0379181547115919,1.0476468889322819,0,0,0,2.78625,0.0
109,33,1.04,0.5,1.5,1,True,2.78625,1.0241733642294653,1.0444936645981058,0,0,0,0.0,1.0241733642294653,1.0444936645981058,0,0,0,2.78625,0.0
110,33,1.04,0.5,1.5,2,True,2.78625,1.0316623600006072,1.0528087316539234,0,2,1,0.1,1.028761349345557,1.0477654801618774,0,0,0,2.507625,0.278625
111,33,1.04,0.5,2.0,0,True,3.715,1.0307913927439323,1.0622501163206086,0,7,1,0.3,1.022325343179337,1.0468826443716568,0,0,0,2.6005,1.1144999999999998
112,33,1.04,0.5,2.0,1,True,3.715,1.0372031022706287,1.0800894003286432,0,22,1,0.4,1.032771919534894,1.0495395879255724,0,0,0,2.2289999999999996,1.486
113,33,1.04,0.5,2.0,2,True,3.715,1.038064139854135,1.0603528230432862,0,15,1,0.3,1.0353347914122821,1.044915892982302,0,0,0,2.6005,1.1144999999999998
114,33,1.04,0.5,3.0,0,True,5.5725,1.04,1.084132735430228,0,20,1,0.5,1.0231205675777126,1.0471544773912622,0,0,0,2.78625,2.78625
115,33,1.04,0.5,3.0,1,True,5.5725,1.04,1.0754866237723848,0,23,1,0.4,1.0374264960330308,1.0471459793512152,0,0,0,3.3434999999999997,2.229
116,33,1.04,0.5,3.0,2,True,5.5725,1.04,1.0824054137582277,0,25,1,0.5,1.0291900554991678,1.0476462641646231,0,0,0,2.78625,2.78625
117,33,1.04,0.5,4.0,0,True,7.43,1.04,1.1410544190083807,0,29,1,0.5,1.04,1.0751470149573268,0,21,1,3.715,3.715
118,33,1.04,0.5,4.0,1,True,7.43,1.04,1.0909953281241853,0,26,1,0.5,1.0346726297422908,1.0518958736344344,0,2,1,3.715,3.715
119,33,1.04,0.5,4.0,2,True,7.43,1.04,1.1892500585867822,0,27,1,0.5,1.0384701826414167,1.1027478925059788,0,15,1,3.715,3.715
120,33,1.04,0.7,1.0,0,True,2.6005,1.0228416640516047,1.0400281735071544,0,0,0,0.0,1.0228416640516047,1.0400281735071544,0,0,0,2.6005,0.0
121,33,1.04,0.7,1.0,1,True,2.6005,1.019620517776113,1.052093021534968,0,3,1,0.1,1.0163665262000305,1.0456195335127494,0,0,0,2.3404499999999997,0.26005
122,33,1.04,0.7,1.0,2,True,2.6005,1.024139630049832,1.049084872201792,0,0,0,0.0,1.024139630049832,1.049084872201792,0,0,0,2.6005,0.0
123,33,1.04,0.7,1.5,0,True,3.9007499999999995,1.0230694872370847,1.0541508177862184,0,4,1,0.1,1.0194963824883132,1.0474990951964203,0,0,0,3.5106749999999995,0.39007499999999995
124,33,1.04,0.7,1.5,1,True,3.9007499999999995,1.0321129303397014,1.052325766463378,0,6,1,0.1,1.0276860115100974,1.04800829794276,0,0,0,3.5106749999999995,0.39007499999999995
125,33,1.04,0.7,1.5,2,True,3.9007499999999995,1.0322152365329662,1.060784544062174,0,7,1,0.2,1.0298376744020568,1.0465135065168596,0,0,0,3.1205999999999996,0.7801499999999999
126,33,1.04,0.7,2.0,0,True,5.201,1.0361616359761459,1.0521364554530634,0,5,1,0.2,1.0260660551754843,1.0487418206573134,0,0,0,4.1608,1.0402
127,33,1.04,0.7,2.0,1,True,5.201,1.0376636291414767,1.110102968702045,0,15,1,0.5,1.0186848987069372,1.0504644867986535,0,1,1,2.6005,2.6005
128,33,1.04,0.7,2.0,2,True,5.201,1.0371863028756056,1.0964119927737157,0,23,1,0.5,1.029143355557941,1.0440348204917205,0,0,0,2.6005,2.6005
129,33,1.04,0.7,3.0,0,True,7.801499999999999,1.0384269767038943,1.1665054740652403,0,27,1,0.5,1.023287999761525,1.08333744272067,0,10,1,3.9007499999999995,3.9007499999999995
130,33,1.04,0.7,3.0,1,True,7.801499999999999,1.04,1.14855157296688,0,23,1,0.5,1.0307188818109745,1.0719776519437703,0,10,1,3.9007499999999995,3.9007499999999995
131,33,1.04,0.7,3.0,2,True,7.801499999999999,1.0397523200618433,1.178090549915722,0,25,1,0.5,1.0305603027747097,1.0897376770547835,0,10,1,3.9007499999999995,3.9007499999999995
132,33,1.04,0.7,4.0,0,True,10.402,1.04,1.245517735950434,0,28,1,0.5,1.0335409038740118,1.1296981844587306,0,22,1,5.201,5.201
133,33,1.04,0.7,4.0,1,True,10.402,1.04,1.2002915646278067,0,26,1,0.5,1.0357973545328927,1.1026884887501434,0,22,1,5.201,5.201
134,33,1.04,0.7,4.0,2,True,10.402,1.0394140184140694,1.2196840413100687,0,27,1,0.4,1.0376460944740258,1.1373445019822421,0,23,1,6.241199999999999,4.1608
135,69,1.0,0.3,1.0,0,True,1.1406299999999998,0.9837718267966478,1.002934906929011,0,0,0,0.0,0.9837718267966478,1.002934906929011,0,0,0,1.1406299999999998,0.0
136,69,1.0,0.3,1.0,1,True,1.1406299999999998,0.979669893795894,1.0036141982748708,0,0,0,0.0,0.979669893795894,1.0036141982748708,0,0,0,1.1406299999999998,0.0
137,69,1.0,0.3,1.0,2,True,1.1406299999999998,0.9840152921057661,1.004910153794784,0,0,0,0.0,0.9840152921057661,1.004910153794784,0,0,0,1.1406299999999998,0.0
138,69,1.0,0.3,1.5,0,True,1.7109449999999997,0.981825303944542,1.0287293266183326,0,0,0,0.0,0.981825303944542,1.0287293266183326,0,0,0,1.7109449999999997,0.0
139,69,1.0,0.3,1.5,1,True,1.7109449999999997,0.9880298228286606,1.0136718374757978,0,0,0,0.0,0.9880298228286606,1.0136718374757978,0,0,0,1.7109449999999997,0.0
140,69,1.0,0.3,1.5,2,True,1.7109449999999997,0.9819968901176932,1.0086485957854046,0,0,0,0.0,0.9819968901176932,1.0086485957854046,0,0,0,1.7109449999999997,0.0
141,69,1.0,0.3,2.0,0,True,2.2812599999999996,0.9853068689080163,1.038601164137762,0,0,0,0.0,0.9853068689080163,1.038601164137762,0,0,0,2.2812599999999996,0.0
142,69,1.0,0.3,2.0,1,True,2.2812599999999996,0.9964046281549503,1.0077208389578296,0,0,0,0.0,0.9964046281549503,1.0077208389578296,0,0,0,2.2812599999999996,0.0
143,69,1.0,0.3,2.0,2,True,2.2812599999999996,0.9966844162426023,1.015051039853768,0,0,0,0.0,0.9966844162426023,1.015051039853768,0,0,0,2.2812599999999996,0.0
144,69,1.0,0.3,3.0,0,True,3.4218899999999994,0.9893314348264457,1.0425854503644478,0,0,0,0.0,0.9893314348264457,1.0425854503644478,0,0,0,3.4218899999999994,0.0
145,69,1.0,0.3,3.0,1,True,3.4218899999999994,0.9982980306985465,1.0132816050489126,0,0,0,0.0,0.9982980306985465,1.0132816050489126,0,0,0,3.4218899999999994,0.0
146,69,1.0,0.3,3.0,2,True,3.4218899999999994,0.9983042546152044,1.0527997814057675,0,5,1,0.1,0.9982997160462823,1.0465670005376364,0,0,0,3.0797009999999996,0.34218899999999997
147,69,1.0,0.3,4.0,0,True,4.562519999999999,0.9992132094106718,1.0504463865469928,0,2,1,0.1,0.9991180617847208,1.0444241552768796,0,0,0,4.106267999999999,0.45625199999999994
148,69,1.0,0.3,4.0,1,True,4.562519999999999,0.9995857862177536,1.0410381433238487,0,0,0,0.0,0.9995857862177536,1.0410381433238487,0,0,0,4.562519999999999,0.0
149,69,1.0,0.3,4.0,2,True,4.562519999999999,0.9995504397545394,1.0553654875827911,0,4,1,0.1,0.997571133087539,1.0489148956484522,0,0,0,4.106267999999999,0.45625199999999994
150,69,1.0,0.5,1.0,0,True,1.9010499999999995,0.964558409470041,1.001986641519389,0,0,0,0.0,0.964558409470041,1.001986641519389,0,0,0,1.9010499999999995,0.0
151,69,1.0,0.5,1.0,1,True,1.9010499999999995,0.9655387347725897,1.0076730562220164,0,0,0,0.0,0.9655387347725897,1.0076730562220164,0,0,0,1.9010499999999995,0.0
152,69,1.0,0.5,1.0,2,True,1.9010499999999995,0.9668403031821158,1.0144086046006928,0,0,0,0.0,0.9668403031821158,1.0144086046006928,0,0,0,1.9010499999999995,0.0
153,69,1.0,0.5,1.5,0,True,2.8515750000000004,0.9930520286234885,1.0259926390891168,0,0,0,0.0,0.9930520286234885,1.0259926390891168,0,0,0,2.8515750000000004,0.0
154,69,1.0,0.5,1.5,1,True,2.8515750000000004,0.983210565158773,1.0055231123639425,0,0,0,0.0,0.983210565158773,1.0055231123639425,0,0,0,2.8515750000000004,0.0
155,69,1.0,0.5,1.5,2,True,2.8515750000000004,0.9838778817343563,1.026893200265878,0,0,0,0.0,0.9838778817343563,1.026893200265878,0,0,0,2.8515750000000004,0.0
156,69,1.0,0.5,2.0,0,True,3.802099999999999,0.9805363910089788,1.0403318231432088,0,0,0,0.0,0.9805363910089788,1.0403318231432088,0,0,0,3.802099999999999,0.0
157,69,1.0,0.5,2.0,1,True,3.802099999999999,0.982805335360569,1.0275962838399462,0,0,0,0.0,0.982805335360569,1.0275962838399462,0,0,0,3.802099999999999,0.0
