feeder,network_name,scenario_id,converged,load_scale,pv_penetration,ev_scale,pv_buses,min_vm_pu,max_vm_pu,violation_any,error
33,case33bw,23,True,0.8798528435032822,0.4,0.2,"[7, 2, 8, 16, 22, 20, 5, 30]",0.9445373024773845,1.0,True,
33,case33bw,24,True,0.7165670237609543,0.6,0.2,"[30, 23, 25, 17, 13, 11, 21, 32]",0.9705339155097904,1.0,False,
33,case33bw,25,True,1.081315990016885,0.2,0.0,"[24, 29, 22, 19, 15, 20, 8, 5]",0.9186151086822733,1.0,True,
33,case33bw,26,True,1.1105042995283696,0.6,0.1,"[8, 11, 32, 23, 16, 20, 10, 17]",0.9454801523674657,1.0,True,
33,case33bw,27,True,0.918323875944187,0.2,0.2,"[30, 1, 14, 27, 21, 26, 17, 10]",0.9331911036069033,1.0,True,
33,case33bw,28,True,1.0617805999784546,0.2,0.2,"[27, 29, 16, 24, 9, 12, 1, 31]",0.9253854982827817,1.0,True,
33,case33bw,29,True,0.8487359065048273,0.8,0.3,"[25, 15, 28, 3, 31, 1, 8, 18]",0.9699245975200651,1.0,False,
33,case33bw,30,True,1.109388327529243,0.8,0.0,"[25, 8, 7, 23, 21, 2, 6, 31]",0.9462481046136878,1.0,True,
33,case33bw,31,True,0.6781059096829465,0.4,0.0,"[6, 12, 2, 23, 1, 29, 22, 5]",0.9559792255261809,1.0,False,
33,case33bw,32,True,0.688150220493907,0.2,0.2,"[18, 3, 32, 5, 29, 11, 21, 15]",0.9501582942519453,1.0,False,
33,case33bw,33,True,1.3122171174906667,0.6,0.1,"[20, 14, 28, 13, 12, 5, 15, 4]",0.930905930524691,1.0,True,
33,case33bw,34,True,0.949532249576945,0.8,0.2,"[2, 32, 30, 9, 15, 13, 16, 26]",0.9776847565848763,1.0086702219836001,False,
33,case33bw,35,True,1.1414015267772601,0.6,0.2,"[29, 14, 17, 16, 11, 26, 15, 30]",0.9566818450047291,1.005489866198365,False,
33,case33bw,36,True,1.0141925803183984,0.4,0.3,"[19, 29, 2, 3, 9, 23, 24, 27]",0.9218403454567857,1.0,True,
33,case33bw,37,True,0.6602779904920496,0.4,0.3,"[28, 30, 3, 32, 15, 14, 10, 31]",0.9691748808090721,1.0,False,
33,case33bw,38,True,0.9214891866145549,0.8,0.2,"[23, 29, 11, 5, 26, 7, 30, 18]",0.962428972652242,1.0,False,
33,case33bw,39,True,0.924800901089344,0.4,0.0,"[8, 5, 27, 19, 2, 32, 7, 25]",0.9399051567012436,1.0,True,
33,case33bw,40,True,0.7088807341898175,0.4,0.0,"[20, 29, 21, 11, 16, 23, 17, 2]",0.9538569868818639,1.0,False,
33,case33bw,41,True,1.2464108618168184,0.4,0.2,"[31, 15, 1, 13, 23, 28, 4, 32]",0.9297558455207685,1.0,True,
33,case33bw,42,True,0.7841221067638899,0.4,0.0,"[1, 20, 8, 11, 21, 5, 16, 23]",0.9453797991267887,1.0,True,
33,case33bw,43,True,1.2823295103748373,0.6,0.2,"[17, 28, 12, 22, 21, 29, 19, 14]",0.9328097346207156,1.0008598756720615,True,
33,case33bw,44,True,1.174988476554688,0.6,0.1,"[8, 10, 3, 13, 23, 25, 29, 31]",0.9508331782961753,1.0,False,
33,case33bw,45,True,1.2972911670539222,0.4,0.3,"[24, 19, 31, 17, 20, 23, 27, 1]",0.9088179966507705,1.0,True,
33,case33bw,46,True,1.085328441362672,0.2,0.3,"[19, 11, 8, 20, 14, 25, 18, 31]",0.9154030504114926,1.0,True,
33,case33bw,47,True,1.0632241756182044,0.4,0.1,"[24, 12, 28, 9, 31, 21, 17, 20]",0.9353437010414686,1.0,True,
33,case33bw,48,True,1.348306026084042,0.8,0.2,"[3, 18, 28, 11, 2, 7, 10, 4]",0.934993219492137,1.0,True,
33,case33bw,49,True,0.944267240053694,0.8,0.3,"[17, 27, 6, 9, 32, 25, 15, 10]",0.9755491435518786,1.0072136877532334,False,
33,case33bw,50,True,0.8189604431386641,0.4,0.1,"[20, 26, 22, 18, 16, 15, 13, 31]",0.9491314021262626,1.0,True,
33,case33bw,51,True,1.2013128853605375,0.4,0.0,"[30, 4, 25, 2, 29, 24, 12, 13]",0.9306980020181642,1.0,True,
33,case33bw,52,True,0.9685824896882337,0.4,0.2,"[10, 30, 16, 7, 2, 19, 24, 13]",0.9381284349121909,1.0,True,
33,case33bw,53,True,1.2539351946186148,0.2,0.0,"[15, 20, 32, 7, 8, 23, 10, 13]",0.9090055797010297,1.0,True,
33,case33bw,54,True,0.8815150194384067,0.2,0.3,"[1, 30, 4, 27, 31, 2, 3, 9]",0.9281656067271749,1.0,True,
33,case33bw,55,True,0.8191472361173601,0.2,0.2,"[16, 26, 23, 27, 10, 30, 12, 5]",0.9434022083827112,1.0,True,
33,case33bw,56,True,1.3392546735323507,0.2,0.1,"[10, 18, 3, 28, 14, 12, 25, 6]",0.9002927523238659,1.0,True,
33,case33bw,57,True,1.1576283245956083,0.8,0.2,"[26, 19, 27, 6, 21, 2, 4, 29]",0.9298040854254619,1.004609241015769,True,
33,case33bw,58,True,1.3451592073513547,0.6,0.2,"[5, 19, 16, 14, 2, 21, 32, 8]",0.9273018590833028,1.0011816931221154,True,
33,case33bw,59,True,1.0669996422800092,0.2,0.0,"[22, 15, 19, 20, 10, 9, 23, 18]",0.9163496986181526,1.0,True,
33,case33bw,60,True,0.6587289145588493,0.2,0.3,"[10, 11, 19, 14, 30, 9, 29, 5]",0.9530938953089728,1.0,False,
33,case33bw,61,True,0.798503185266311,0.4,0.1,"[32, 17, 20, 23, 15, 18, 29, 19]",0.9513832243888014,1.0,False,
33,case33bw,62,True,0.7199037340125106,0.2,0.0,"[24, 19, 18, 32, 25, 10, 28, 12]",0.9479388273082064,1.0,True,
33,case33bw,63,True,1.3047669586965465,0.6,0.1,"[1, 10, 30, 2, 19, 5, 24, 9]",0.9241832285643443,1.0,True,
33,case33bw,64,True,0.8446793498100416,0.4,0.0,"[22, 14, 8, 28, 1, 2, 21, 3]",0.9426362778347248,1.0,True,
33,case33bw,65,True,1.185362486825064,0.4,0.3,"[14, 9, 11, 4, 27, 18, 7, 2]",0.9201737846842093,1.0,True,
33,case33bw,66,True,0.7657179263571038,0.2,0.1,"[11, 1, 4, 12, 24, 23, 8, 31]",0.9442936764205907,1.0,True,
33,case33bw,67,True,1.2772854576965413,0.6,0.0,"[5, 12, 25, 21, 19, 7, 30, 27]",0.9352556576977034,1.0008942915932972,True,
33,case33bw,68,True,0.8213575510851019,0.4,0.0,"[32, 14, 16, 28, 25, 13, 15, 12]",0.9576943808508357,1.0,False,
33,case33bw,69,True,1.3172438674336324,0.2,0.0,"[32, 3, 5, 10, 28, 25, 19, 1]",0.8962663882419087,1.0,True,
33,case33bw,70,True,1.3420227289637037,0.2,0.3,"[15, 25, 2, 30, 27, 22, 9, 10]",0.8996297328182331,1.0,True,
33,case33bw,71,True,1.2966483212652262,0.6,0.1,"[26, 4, 11, 5, 2, 13, 23, 14]",0.9255297729523733,1.0,True,
33,case33bw,72,True,1.1583260898687309,0.6,0.1,"[19, 20, 30, 3, 15, 5, 27, 9]",0.9416063653870091,1.0,True,
33,case33bw,73,True,1.3442654015483397,0.4,0.2,"[27, 26, 19, 32, 11, 23, 5, 17]",0.9209317117863722,1.0,True,
33,case33bw,74,True,0.8896537033100379,0.6,0.1,"[11, 17, 18, 9, 27, 1, 26, 20]",0.9485148700414245,1.0,True,
33,case33bw,75,True,1.1174944111935905,0.2,0.0,"[6, 22, 23, 20, 17, 27, 16, 25]",0.916413833917084,1.0,True,
33,case33bw,76,True,0.8743438131746114,0.6,0.3,"[6, 22, 11, 28, 13, 26, 17, 30]",0.9651415053650308,1.0,False,
33,case33bw,77,True,1.0925417500804038,0.8,0.1,"[24, 7, 1, 25, 4, 21, 23, 28]",0.932215083805174,1.0,True,
33,case33bw,78,True,0.8525240952716342,0.4,0.1,"[11, 1, 5, 32, 15, 2, 22, 31]",0.9496528656628147,1.0,True,
33,case33bw,79,True,0.7309929171166006,0.2,0.1,"[16, 26, 9, 19, 31, 3, 29, 23]",0.9478999704989833,1.0,True,
33,case33bw,80,True,1.114417280060361,0.4,0.0,"[1, 8, 19, 29, 31, 23, 13, 32]",0.9306785482642795,1.0,True,
33,case33bw,81,True,1.3336648547516126,0.4,0.1,"[9, 25, 30, 31, 28, 26, 22, 20]",0.9095079885642791,1.0,True,
33,case33bw,82,True,0.9938802124739563,0.2,0.3,"[3, 2, 8, 1, 14, 29, 7, 15]",0.9241642150844931,1.0,True,
33,case33bw,83,True,1.2261891221913306,0.4,0.0,"[21, 12, 17, 23, 2, 29, 19, 3]",0.9154198688099232,1.0,True,
33,case33bw,84,True,0.9752757465001307,0.4,0.1,"[32, 9, 5, 3, 26, 2, 6, 28]",0.9372960887513544,1.0,True,
33,case33bw,85,True,0.9641106550408755,0.8,0.1,"[6, 18, 1, 23, 13, 27, 8, 9]",0.9510316114755826,1.0,False,
33,case33bw,86,True,0.6686044354981042,0.6,0.0,"[17, 25, 5, 3, 12, 10, 19, 23]",0.9615266275760839,1.0,False,
33,case33bw,87,True,1.1236566677567463,0.8,0.0,"[15, 25, 14, 30, 22, 5, 3, 27]",0.963229912760576,1.0,False,
33,case33bw,88,True,0.7868405567074029,0.4,0.2,"[25, 6, 19, 10, 12, 5, 3, 4]",0.9481795145365629,1.0,True,
33,case33bw,89,True,1.077339547139252,0.4,0.0,"[6, 12, 31, 17, 28, 4, 3, 27]",0.9425298320957773,1.0,True,
33,case33bw,90,True,0.6809225720609129,0.2,0.1,"[5, 10, 16, 21, 15, 27, 31, 32]",0.9551312743665976,1.0,False,
33,case33bw,91,True,0.7396368273834509,0.6,0.1,"[29, 9, 12, 18, 13, 20, 25, 32]",0.9676201129618793,1.0,False,
33,case33bw,92,True,0.9657325501296786,0.8,0.2,"[15, 2, 17, 9, 3, 11, 6, 10]",0.9545241668207027,1.0089026422903633,False,
33,case33bw,93,True,1.1788776797313991,0.6,0.1,"[30, 18, 26, 4, 24, 2, 29, 12]",0.9333756666729855,1.0,True,
33,case33bw,94,True,1.0438676096823531,0.2,0.0,"[28, 10, 32, 15, 1, 27, 30, 22]",0.9255543759245751,1.0,True,
33,case33bw,95,True,1.1924355323669296,0.2,0.1,"[18, 27, 4, 25, 12, 26, 17, 5]",0.9113239840571107,1.0,True,
33,case33bw,96,True,1.3375010074224911,0.6,0.2,"[2, 22, 6, 23, 9, 24, 20, 10]",0.9073682718650675,1.0,True,
33,case33bw,97,True,1.133088738704922,0.6,0.0,"[5, 14, 19, 7, 12, 15, 27, 25]",0.9421708923396822,1.0,True,
33,case33bw,98,True,0.9334958430470721,0.2,0.3,"[7, 16, 10, 4, 2, 11, 12, 13]",0.9299129085120119,1.0,True,
33,case33bw,99,True,1.1440579025406419,0.6,0.1,"[8, 5, 1, 2, 24, 29, 3, 25]",0.9266707635687469,1.0,True,
33,case33bw,100,True,0.9615112383977946,0.8,0.0,"[18, 3, 6, 26, 19, 4, 25, 22]",0.9407427772388907,1.0,True,
33,case33bw,101,True,0.7388546797536438,0.8,0.3,"[12, 13, 26, 29, 18, 9, 20, 14]",0.9686661028038562,1.0,False,
33,case33bw,102,True,1.1959088907106183,0.6,0.1,"[27, 23, 8, 7, 6, 12, 16, 22]",0.9356054351006247,1.0,True,
33,case33bw,103,True,0.7575212827764309,0.8,0.0,"[15, 6, 32, 21, 16, 26, 24, 20]",0.9688473154521512,1.0035400676351516,False,
33,case33bw,104,True,0.8081502705417478,0.4,0.1,"[21, 5, 19, 9, 32, 17, 30, 6]",0.9551970491398749,1.0,False,
33,case33bw,105,True,1.3056687843055887,0.8,0.0,"[8, 15, 16, 27, 30, 11, 31, 3]",0.9733069842659103,1.0036291548963698,False,
33,case33bw,106,True,1.096326286160335,0.6,0.0,"[19, 21, 23, 30, 2, 25, 29, 28]",0.925905554117772,1.0007707664276724,True,
33,case33bw,107,True,0.8933715443851323,0.4,0.2,"[14, 2, 15, 21, 18, 31, 22, 10]",0.9414684485952749,1.0,True,
33,case33bw,108,True,1.088777487948946,0.2,0.2,"[8, 17, 12, 6, 4, 9, 10, 7]",0.9197261986918237,1.0,True,
33,case33bw,109,True,0.900377842068182,0.8,0.1,"[22, 20, 13, 5, 14, 8, 3, 15]",0.9535188243274104,1.0,False,
33,case33bw,110,True,1.2243899578479025,0.4,0.0,"[10, 9, 6, 12, 5, 21, 7, 24]",0.9186862255531363,1.0,True,
33,case33bw,111,True,0.8151980838343869,0.6,0.3,"[13, 26, 30, 25, 28, 32, 17, 29]",0.9762700322541056,1.0,False,
33,case33bw,112,True,0.9840404432980473,0.4,0.1,"[19, 7, 27, 6, 3, 30, 23, 25]",0.930764352831437,1.0,True,
33,case33bw,113,True,0.9311631438065635,0.6,0.1,"[2, 6, 29, 7, 8, 5, 23, 21]",0.9462070085632359,1.0,True,
33,case33bw,114,True,0.7843448129877598,0.6,0.0,"[9, 7, 22, 29, 17, 26, 12, 11]",0.9638000520773511,1.0,False,
33,case33bw,115,True,0.8271243249507785,0.8,0.3,"[7, 1, 16, 29, 27, 11, 2, 15]",0.9690783620986779,1.0,False,
33,case33bw,116,True,0.9266642576312261,0.4,0.2,"[23, 19, 12, 22, 15, 24, 20, 5]",0.9315360415538125,1.0,True,
33,case33bw,117,True,0.8221129109035411,0.8,0.2,"[13, 5, 6, 11, 25, 9, 7, 32]",0.9765374940177645,1.0,False,
33,case33bw,118,True,0.8283098450822273,0.4,0.0,"[10, 1, 5, 3, 24, 14, 7, 20]",0.9430033971518036,1.0,True,
33,case33bw,119,True,1.2438665278427568,0.2,0.0,"[32, 16, 23, 28, 19, 4, 30, 5]",0.9076903661902214,1.0,True,
33,case33bw,120,True,1.1713396494717279,0.2,0.3,"[17, 18, 14, 13, 15, 26, 27, 31]",0.9167814360742003,1.0,True,
33,case33bw,121,True,1.1245802967815313,0.4,0.2,"[27, 22, 29, 20, 5, 30, 23, 11]",0.9218990500074462,1.0,True,
33,case33bw,122,True,1.2628773311690653,0.2,0.1,"[21, 6, 7, 8, 32, 10, 19, 30]",0.9030851420427785,1.0,True,
33,case33bw,123,True,1.148342467412005,0.4,0.2,"[28, 32, 1, 2, 11, 22, 12, 27]",0.9269074793163581,1.0,True,
33,case33bw,124,True,1.269993619600854,0.4,0.0,"[12, 26, 21, 9, 1, 13, 20, 4]",0.9105295988625318,1.0,True,
33,case33bw,125,True,1.098307448472549,0.4,0.0,"[29, 32, 5, 4, 31, 7, 21, 27]",0.9262107102562002,1.0,True,
33,case33bw,126,True,0.7340774410709691,0.4,0.0,"[10, 15, 3, 21, 19, 28, 2, 13]",0.9520020807500904,1.0,False,
33,case33bw,127,True,0.8922446760333144,0.2,0.1,"[21, 23, 29, 20, 10, 7, 32, 22]",0.9304797046480364,1.0,True,
33,case33bw,128,True,0.8016356549288299,0.4,0.2,"[14, 5, 30, 20, 13, 18, 17, 8]",0.9504469932285572,1.0,False,
33,case33bw,129,True,0.7018493869170944,0.8,0.1,"[25, 24, 19, 21, 14, 7, 2, 17]",0.9603462020373323,1.0027315922869533,False,
33,case33bw,130,True,1.299579425716077,0.8,0.1,"[27, 13, 32, 18, 14, 11, 16, 15]",0.9581422023181645,1.0277586518088746,False,
33,case33bw,131,True,0.8018412859640519,0.2,0.0,"[5, 30, 4, 31, 1, 28, 16, 6]",0.9432298088285398,1.0,True,
33,case33bw,132,True,0.9385810175248527,0.4,0.3,"[22, 30, 9, 12, 23, 10, 7, 27]",0.9430342566180905,1.0,True,
33,case33bw,133,True,1.3431946609649281,0.2,0.2,"[14, 23, 18, 31, 9, 29, 7, 8]",0.9008185723549064,1.0,True,
33,case33bw,134,True,0.838391350505964,0.2,0.1,"[13, 11, 10, 31, 21, 17, 23, 18]",0.939005637113728,1.0,True,
33,case33bw,135,True,0.8095074505869837,0.2,0.3,"[24, 8, 30, 20, 31, 17, 1, 2]",0.9386926207308618,1.0,True,
33,case33bw,136,True,1.0745964346368009,0.2,0.1,"[17, 11, 1, 5, 27, 22, 18, 15]",0.9188963323461448,1.0,True,
33,case33bw,137,True,1.0695987660059547,0.8,0.3,"[3, 20, 12, 11, 15, 23, 2, 6]",0.9381153045695638,1.0,True,
33,case33bw,138,True,1.1936539051221011,0.6,0.3,"[29, 2, 18, 6, 15, 5, 7, 25]",0.9377452834942271,1.0,True,
33,case33bw,139,True,0.7909438233369007,0.6,0.3,"[27, 19, 32, 6, 31, 20, 7, 29]",0.9496206187279211,1.0003192275670103,True,
33,case33bw,140,True,1.0803157209318024,0.4,0.1,"[5, 15, 14, 18, 19, 22, 16, 23]",0.9234949936204556,1.0,True,
33,case33bw,141,True,0.7723651703631036,0.4,0.0,"[11, 8, 19, 18, 22, 24, 6, 25]",0.9468495037411643,1.0,True,
33,case33bw,142,True,1.3411188339700006,0.6,0.0,"[9, 21, 12, 1, 20, 4, 16, 11]",0.9131538629467756,1.0018376830550006,True,
33,case33bw,143,True,1.3170826130920725,0.4,0.2,"[4, 17, 2, 9, 28, 19, 15, 5]",0.9132331258309833,1.0,True,
33,case33bw,144,True,0.8457454303717712,0.4,0.0,"[10, 12, 25, 30, 14, 7, 1, 13]",0.9512453992600867,1.0,False,
33,case33bw,145,True,0.6652819741520681,0.6,0.2,"[28, 9, 24, 31, 29, 18, 8, 1]",0.9630996043386071,1.0,False,
33,case33bw,146,True,1.336703367947641,0.6,0.0,"[5, 4, 14, 3, 27, 17, 25, 1]",0.9257924598907427,1.0,True,
33,case33bw,147,True,0.7416449185025493,0.2,0.0,"[1, 32, 11, 15, 30, 21, 31, 26]",0.9481106375438225,1.0,True,
33,case33bw,148,True,0.8456411614991327,0.4,0.3,"[7, 8, 23, 29, 1, 6, 12, 17]",0.9462064613526905,1.0,True,
33,case33bw,149,True,0.8986524838848399,0.4,0.1,"[7, 11, 27, 24, 13, 6, 2, 15]",0.943312821318215,1.0,True,
33,case33bw,150,True,1.1729776108811878,0.4,0.0,"[4, 27, 26, 18, 6, 14, 16, 10]",0.9266814544442897,1.0,True,
33,case33bw,151,True,0.6598873134337768,0.2,0.3,"[30, 7, 32, 22, 9, 6, 1, 10]",0.9502067198775437,1.0,False,
33,case33bw,152,True,0.7128118944188759,0.6,0.0,"[21, 10, 13, 27, 15, 3, 1, 24]",0.957969477377035,1.0,False,
33,case33bw,153,True,1.1868128976750383,0.6,0.3,"[20, 8, 1, 3, 22, 29, 5, 2]",0.9163137570215792,1.0,True,
33,case33bw,154,True,0.7185182961504019,0.8,0.1,"[10, 26, 6, 23, 2, 12, 9, 28]",0.9714605304636987,1.0,False,
33,case33bw,155,True,0.9424203004539878,0.4,0.1,"[13, 8, 11, 1, 23, 21, 28, 31]",0.9436099592719308,1.0,True,
33,case33bw,156,True,1.0185220634445098,0.6,0.0,"[11, 16, 2, 8, 3, 32, 10, 21]",0.9480908800113396,1.0,True,
33,case33bw,157,True,0.8309900247041181,0.2,0.2,"[32, 15, 16, 14, 10, 9, 21, 4]",0.9403782046308435,1.0,True,
33,case33bw,158,True,1.2607722244039488,0.4,0.1,"[21, 24, 11, 32, 15, 9, 27, 10]",0.9250081402204936,1.0,True,
33,case33bw,159,True,1.1436906866343561,0.6,0.0,"[3, 25, 26, 28, 22, 16, 13, 21]",0.9385596297786659,1.0,True,
33,case33bw,160,True,0.85780793985519,0.8,0.0,"[17, 10, 30, 8, 7, 23, 11, 12]",0.970788770350903,1.0072811473493897,False,
33,case33bw,161,True,1.3263418377577234,0.4,0.2,"[27, 15, 1, 32, 23, 3, 18, 14]",0.9138418797941803,1.0,True,
33,case33bw,162,True,1.1564019578641007,0.8,0.3,"[5, 17, 22, 2, 1, 3, 30, 7]",0.9446681898051957,1.0,True,
33,case33bw,163,True,0.8873165381438786,0.6,0.2,"[19, 5, 27, 30, 6, 22, 8, 29]",0.9486370952471235,1.0,True,
33,case33bw,164,True,1.159937306831352,0.6,0.0,"[12, 11, 26, 3, 7, 14, 25, 13]",0.9400478118894795,1.0,True,
33,case33bw,165,True,1.3465065921266672,0.8,0.0,"[24, 15, 21, 3, 19, 27, 29, 5]",0.9376547844349415,1.0049470337423936,True,
33,case33bw,166,True,0.8339107174903835,0.4,0.3,"[10, 31, 11, 32, 5, 24, 15, 9]",0.9555387204333434,1.0,False,
33,case33bw,167,True,1.047421919365627,0.6,0.0,"[28, 31, 1, 22, 26, 3, 2, 19]",0.9269590364520837,1.0,True,
33,case33bw,168,True,0.814292442336327,0.4,0.2,"[29, 11, 10, 5, 2, 30, 25, 17]",0.955686479644747,1.0,False,
33,case33bw,169,True,0.8343220975795399,0.8,0.1,"[2, 11, 26, 8, 7, 25, 20, 5]",0.9609395208183164,1.0,False,
33,case33bw,170,True,1.2433665275985812,0.2,0.0,"[3, 25, 10, 8, 4, 28, 2, 22]",0.9042799461249375,1.0,True,
33,case33bw,171,True,1.0666325464877981,0.2,0.3,"[30, 15, 20, 29, 22, 13, 6, 28]",0.9193898930040411,1.0,True,
33,case33bw,172,True,0.8808497656860518,0.6,0.3,"[10, 3, 7, 5, 11, 17, 30, 13]",0.9580096058115508,1.0,False,
33,case33bw,173,True,1.1857248567570458,0.8,0.0,"[23, 27, 16, 21, 29, 7, 2, 25]",0.9512122503384126,1.0,False,
33,case33bw,174,True,1.0612652463702121,0.2,0.2,"[2, 18, 31, 26, 14, 15, 10, 6]",0.9224656230955202,1.0,True,
33,case33bw,175,True,1.1101337732378616,0.6,0.2,"[32, 3, 26, 16, 21, 8, 28, 17]",0.9520183908510658,1.0,False,
33,case33bw,176,True,0.8052165913459693,0.2,0.2,"[17, 21, 22, 30, 2, 12, 9, 24]",0.9401460237482344,1.0,True,
33,case33bw,177,True,0.9113684802810723,0.8,0.3,"[23, 11, 19, 25, 29, 24, 31, 21]",0.9495270757462668,1.0038068671195637,True,
33,case33bw,178,True,0.6856608623021156,0.8,0.3,"[19, 21, 14, 18, 22, 1, 6, 25]",0.9555767050369316,1.0028369832545465,False,
33,case33bw,179,True,1.3082459887767264,0.6,0.3,"[10, 26, 20, 27, 29, 12, 3, 7]",0.9371416997287871,1.0,True,
33,case33bw,180,True,0.764244679302451,0.4,0.2,"[8, 23, 2, 20, 25, 27, 18, 29]",0.9453827265374859,1.0,True,
33,case33bw,181,True,1.3206648054124548,0.8,0.2,"[25, 5, 1, 15, 13, 12, 8, 10]",0.938422551023162,1.0085756189243464,True,
33,case33bw,182,True,0.8737658973389609,0.8,0.1,"[30, 32, 15, 19, 1, 8, 9, 28]",0.9781762576163654,1.0,False,
33,case33bw,183,True,1.1727122003866328,0.2,0.2,"[21, 20, 17, 27, 3, 1, 11, 18]",0.9071909501073553,1.0,True,
33,case33bw,184,True,1.1377074616921874,0.8,0.3,"[10, 28, 30, 1, 14, 2, 19, 6]",0.954999422392677,1.0,False,
33,case33bw,185,True,1.187362722889119,0.6,0.3,"[3, 14, 30, 10, 11, 28, 18, 27]",0.9500827295985536,1.0,False,
33,case33bw,186,True,0.672106931485099,0.2,0.0,"[15, 10, 29, 31, 24, 3, 23, 27]",0.9529190385573264,1.0,False,
33,case33bw,187,True,1.2261473315978906,0.8,0.3,"[2, 20, 11, 15, 31, 4, 17, 12]",0.9470735521175987,1.0035029666994997,True,
33,case33bw,188,True,1.2714331729997213,0.6,0.2,"[21, 20, 24, 32, 10, 25, 6, 29]",0.9213773957744343,1.0016942485257327,True,
33,case33bw,189,True,1.160587321719513,0.8,0.3,"[11, 28, 14, 21, 29, 7, 27, 2]",0.9636176302312446,1.0,False,
33,case33bw,190,True,1.2384873193736325,0.6,0.1,"[12, 23, 15, 10, 16, 2, 21, 17]",0.9235238917259769,1.0,True,
33,case33bw,191,True,1.05739939012949,0.2,0.2,"[8, 19, 22, 21, 16, 5, 3, 24]",0.9165870332495366,1.0,True,
33,case33bw,192,True,0.8285872592403438,0.4,0.2,"[22, 5, 31, 27, 24, 17, 1, 23]",0.9475190685684733,1.0,True,
33,case33bw,193,True,0.9215048175578344,0.6,0.3,"[10, 29, 18, 23, 8, 5, 3, 15]",0.9506406262331608,1.0,False,
33,case33bw,194,True,1.0022249687074216,0.6,0.3,"[5, 27, 28, 18, 8, 9, 12, 23]",0.9504247765733369,1.0,False,
33,case33bw,195,True,0.651895091573051,0.6,0.1,"[21, 2, 8, 32, 18, 3, 15, 5]",0.9648957633029862,1.0,False,
33,case33bw,196,True,0.9023955775430953,0.4,0.3,"[6, 3, 1, 15, 4, 25, 20, 19]",0.933770952550333,1.0,True,
