load_relief,pv_curtail,available_pv_mw,accepted_pv_mw,curtailed_pv_mw,relieved_load_mw,action_cost_proxy_mw,violating_buses,violating_scenario,min_vm_pu,max_vm_pu,feeder,scenario_id
0.1,0.2,1.6688313766715581,1.3350651013372465,0.33376627533431164,0.278138562778593,0.6119048381129046,0,0,0.965403283644217,1.0,33,11
0.2,0.0,1.6688313766715581,1.6688313766715581,0.0,0.556277125557186,0.556277125557186,0,0,0.9759899282467654,1.0,33,11
0.2,0.1,1.6688313766715581,1.5019482390044023,0.16688313766715582,0.556277125557186,0.7231602632243418,0,0,0.9737104963414656,1.0,33,11
0.2,0.2,1.6688313766715581,1.3350651013372465,0.33376627533431164,0.556277125557186,0.8900434008914977,0,0,0.9714182038103301,1.0,33,11
0.0,0.0,1.5291417237626397,1.5291417237626397,0.0,0.0,0.0,14,1,0.9333074632231335,1.0,33,13
0.0,0.1,1.5291417237626397,1.3762275513863758,0.15291417237626398,0.0,0.15291417237626398,14,1,0.9310976695674658,1.0,33,13
0.0,0.2,1.5291417237626397,1.2233133790101118,0.30582834475252796,0.0,0.30582834475252796,16,1,0.9288745469156825,1.0,33,13
0.1,0.0,1.5291417237626397,1.5291417237626397,0.0,0.38228543094066003,0.38228543094066003,6,1,0.9425325194843568,1.0,33,13
0.1,0.1,1.5291417237626397,1.3762275513863758,0.15291417237626398,0.38228543094066003,0.535199603316924,9,1,0.9403616289621055,1.0,33,13
0.1,0.2,1.5291417237626397,1.2233133790101118,0.30582834475252796,0.38228543094066003,0.688113775693188,10,1,0.9381780353146735,1.0,33,13
0.2,0.0,1.5291417237626397,1.5291417237626397,0.0,0.7645708618813201,0.7645708618813201,0,0,0.9516015922121233,1.0,33,13
0.2,0.1,1.5291417237626397,1.3762275513863758,0.15291417237626398,0.7645708618813201,0.917485034257584,2,1,0.9494676099206428,1.0,33,13
0.2,0.2,1.5291417237626397,1.2233133790101118,0.30582834475252796,0.7645708618813201,1.070399206633848,3,1,0.9473214999408878,1.0,33,13
0.0,0.0,1.4766807340392936,1.4766807340392936,0.0,0.0,0.0,0,0,0.9604547404688929,1.0,33,17
0.0,0.1,1.4766807340392936,1.3290126606353643,0.14766807340392937,0.0,0.14766807340392937,0,0,0.9590715214914417,1.0,33,17
0.0,0.2,1.4766807340392936,1.1813445872314348,0.29533614680785875,0.0,0.29533614680785875,0,0,0.9576803195976674,1.0,33,17
0.1,0.0,1.4766807340392936,1.4766807340392936,0.0,0.24611345567321555,0.24611345567321555,0,0,0.9659163945996221,1.0,33,17
0.1,0.1,1.4766807340392936,1.3290126606353643,0.14766807340392937,0.24611345567321555,0.3937815290771449,0,0,0.964548282637171,1.0,33,17
0.1,0.2,1.4766807340392936,1.1813445872314348,0.29533614680785875,0.24611345567321555,0.5414496024810743,0,0,0.9631724108857023,1.0,33,17
0.2,0.0,1.4766807340392936,1.4766807340392936,0.0,0.4922269113464311,0.4922269113464311,0,0,0.9713235430493237,1.0,33,17
0.2,0.1,1.4766807340392936,1.3290126606353643,0.14766807340392937,0.4922269113464311,0.6398949847503604,0,0,0.9699700651142743,1.0,33,17
0.2,0.2,1.4766807340392936,1.1813445872314348,0.29533614680785875,0.4922269113464311,0.7875630581542898,0,0,0.9686090397421092,1.0,33,17
0.0,0.0,2.1570653051036506,2.1570653051036506,0.0,0.0,0.0,0,0,0.9575364430372023,1.0,33,18
0.0,0.1,2.1570653051036506,1.9413587745932854,0.21570653051036506,0.0,0.21570653051036506,0,0,0.9539383298408484,1.0,33,18
0.0,0.2,2.1570653051036506,1.7256522440829205,0.4314130610207301,0.0,0.4314130610207301,0,0,0.9503038356372169,1.0,33,18
0.1,0.0,2.1570653051036506,2.1570653051036506,0.0,0.35951088418394145,0.35951088418394145,0,0,0.9655193946452245,1.0,33,18
0.1,0.1,2.1570653051036506,1.9413587745932854,0.21570653051036506,0.35951088418394145,0.5752174146943065,0,0,0.9619757119088274,1.0,33,18
0.1,0.2,2.1570653051036506,1.7256522440829205,0.4314130610207301,0.35951088418394145,0.7909239452046716,0,0,0.9583971340871474,1.0,33,18
0.2,0.0,2.1570653051036506,2.1570653051036506,0.0,0.7190217683678829,0.7190217683678829,0,0,0.9733859115183979,1.0,33,18
0.2,0.1,2.1570653051036506,1.9413587745932854,0.21570653051036506,0.7190217683678829,0.9347282988782479,0,0,0.969894235027443,1.0,33,18
0.2,0.2,2.1570653051036506,1.7256522440829205,0.4314130610207301,0.7190217683678829,1.150434829388613,0,0,0.9663690447531813,1.0,33,18
0.0,0.0,0.6215375714321896,0.6215375714321896,0.0,0.0,0.0,9,1,0.9386628478956636,1.0,33,22
0.0,0.1,0.6215375714321896,0.5593838142889707,0.06215375714321896,0.0,0.06215375714321896,11,1,0.9379270675889261,1.0,33,22
0.0,0.2,0.6215375714321896,0.49723005714575164,0.12430751428643792,0.0,0.12430751428643792,11,1,0.9371884257094658,1.0,33,22
0.1,0.0,0.6215375714321896,0.6215375714321896,0.0,0.3107687857160949,0.3107687857160949,4,1,0.9458421775967211,1.0,33,22
0.1,0.1,0.6215375714321896,0.5593838142889707,0.06215375714321896,0.3107687857160949,0.37292254285931387,4,1,0.9451180314322496,1.0,33,22
0.1,0.2,0.6215375714321896,0.49723005714575164,0.12430751428643792,0.3107687857160949,0.43507630000253283,5,1,0.9443911302386124,1.0,33,22
0.2,0.0,0.6215375714321896,0.6215375714321896,0.0,0.6215375714321898,0.6215375714321898,0,0,0.9529236897647186,1.0,33,22
0.2,0.1,0.6215375714321896,0.5593838142889707,0.06215375714321896,0.6215375714321898,0.6836913285754087,0,0,0.9522106775864888,1.0,33,22
0.2,0.2,0.6215375714321896,0.49723005714575164,0.12430751428643792,0.6215375714321898,0.7458450857186277,0,0,0.9514950100534939,1.0,33,22
0.0,0.0,0.7036369723211096,0.7036369723211096,0.0,0.0,0.0,15,1,0.9331911036069005,1.0,33,27
0.0,0.1,0.7036369723211096,0.6332732750889986,0.07036369723211096,0.0,0.07036369723211096,16,1,0.9320142652528932,1.0,33,27
0.0,0.2,0.7036369723211096,0.5629095778568877,0.14072739446422192,0.0,0.14072739446422192,16,1,0.930833274174936,1.0,33,27
0.1,0.0,0.7036369723211096,0.7036369723211096,0.0,0.35181848616055494,0.35181848616055494,11,1,0.9414183516990784,1.0,33,27
0.1,0.1,0.7036369723211096,0.6332732750889986,0.07036369723211096,0.35181848616055494,0.4221821833926659,11,1,0.9402614849452045,1.0,33,27
0.1,0.2,0.7036369723211096,0.5629095778568877,0.14072739446422192,0.35181848616055494,0.4925458806247769,12,1,0.9391006564770292,1.0,33,27
0.2,0.0,0.7036369723211096,0.7036369723211096,0.0,0.7036369723211099,0.7036369723211099,2,1,0.9495157259973334,1.0,33,27
0.2,0.1,0.7036369723211096,0.6332732750889986,0.07036369723211096,0.7036369723211099,0.7740006695532209,3,1,0.9483778569275751,1.0,33,27
0.2,0.2,0.7036369723211096,0.5629095778568877,0.14072739446422192,0.7036369723211099,0.8443643667853318,5,1,0.9472362023247779,1.0,33,27
0.0,0.0,1.0076653817888583,1.0076653817888583,0.0,0.0,0.0,0,0,0.9559792255261964,1.0,33,31
0.0,0.1,1.0076653817888583,0.9068988436099725,0.10076653817888584,0.0,0.10076653817888584,0,0,0.9546586859936764,1.0,33,31
0.0,0.2,1.0076653817888583,0.8061323054310867,0.20153307635777168,0.0,0.20153307635777168,0,0,0.9533346189808867,1.0,33,31
0.1,0.0,1.0076653817888583,1.0076653817888583,0.0,0.25191634544721436,0.25191634544721436,0,0,0.9618542217206277,1.0,33,31
0.1,0.1,1.0076653817888583,0.9068988436099725,0.10076653817888584,0.25191634544721436,0.35268288362610023,0,0,0.9605470208272712,1.0,33,31
0.1,0.2,1.0076653817888583,0.8061323054310867,0.20153307635777168,0.25191634544721436,0.45344942180498604,0,0,0.9592363926384011,1.0,33,31
0.2,0.0,1.0076653817888583,1.0076653817888583,0.0,0.5038326908944287,0.5038326908944287,0,0,0.9675336525104965,1.0,33,31
0.2,0.1,1.0076653817888583,0.9068988436099725,0.10076653817888584,0.5038326908944287,0.6045992290733145,0,0,0.9663731055259037,1.0,33,31
0.2,0.2,1.0076653817888583,0.8061323054310867,0.20153307635777168,0.5038326908944287,0.7053657672522005,0,0,0.9650754963760173,1.0,33,31
0.0,0.0,2.8242491708252846,2.8242491708252846,0.0,0.0,0.0,0,0,0.9624289726522456,1.0,33,38
0.0,0.1,2.8242491708252846,2.5418242537427562,0.2824249170825285,0.0,0.2824249170825285,0,0,0.9582640226245329,1.0,33,38
0.0,0.2,2.8242491708252846,2.259399336660228,0.564849834165057,0.0,0.564849834165057,0,0,0.9540586145450447,1.0,33,38
0.1,0.0,2.8242491708252846,2.8242491708252846,0.0,0.35303114635316035,0.35303114635316035,0,0,0.9704498857737309,1.0,33,38
0.1,0.1,2.8242491708252846,2.5418242537427562,0.2824249170825285,0.35303114635316035,0.6354560634356888,0,0,0.9663437716709906,1.0,33,38
0.1,0.2,2.8242491708252846,2.259399336660228,0.564849834165057,0.35303114635316035,0.9178809805182173,0,0,0.9621987515923303,1.0,33,38
0.2,0.0,2.8242491708252846,2.8242491708252846,0.0,0.7060622927063207,0.7060622927063207,0,0,0.9783583571586054,1.0,33,38
0.2,0.1,2.8242491708252846,2.5418242537427562,0.2824249170825285,0.7060622927063207,0.9884872097888492,0,0,0.9743085995526389,1.0,33,38
0.2,0.2,2.8242491708252846,2.259399336660228,0.564849834165057,0.7060622927063207,1.2709121268713777,0,0,0.9702213839953422,1.0,33,38
0.0,0.0,1.6046378612962866,1.6046378612962866,0.0,0.0,0.0,12,1,0.9353437010414646,1.0,33,47
0.0,0.1,1.6046378612962866,1.4441740751666579,0.16046378612962867,0.0,0.16046378612962867,15,1,0.932828211134537,1.0,33,47
0.0,0.2,1.6046378612962866,1.2837102890370293,0.32092757225925733,0.0,0.32092757225925733,16,1,0.9302940900054614,1.0,33,47
0.1,0.0,1.6046378612962866,1.6046378612962866,0.0,0.40115946532407154,0.40115946532407154,4,1,0.9446473835622162,1.0,33,47
0.1,0.1,1.6046378612962866,1.4441740751666579,0.16046378612962867,0.40115946532407154,0.5616232514537002,5,1,0.9421793969762311,1.0,33,47
0.1,0.2,1.6046378612962866,1.2837102890370293,0.32092757225925733,0.40115946532407154,0.7220870375833288,10,1,0.9396937247674881,1.0,33,47
0.2,0.0,1.6046378612962866,1.6046378612962866,0.0,0.8023189306481431,0.8023189306481431,0,0,0.9537873709384548,1.0,33,47
0.2,0.1,1.6046378612962866,1.4441740751666579,0.16046378612962867,0.8023189306481431,0.9627827167777717,0,0,0.9513643258716852,1.0,33,47
0.2,0.2,1.6046378612962866,1.2837102890370293,0.32092757225925733,0.8023189306481431,1.1232465029074004,3,1,0.9489244599542922,1.0,33,47
0.0,0.0,1.484292129041612,1.484292129041612,0.0,0.0,0.0,5,1,0.9381284349121903,1.0,33,52
0.0,0.1,1.484292129041612,1.335862916137451,0.1484292129041612,0.0,0.1484292129041612,7,1,0.9360944541365064,1.0,33,52
0.0,0.2,1.484292129041612,1.1874337032332896,0.2968584258083224,0.0,0.2968584258083224,12,1,0.9340466654664615,1.0,33,52
0.1,0.0,1.484292129041612,1.484292129041612,0.0,0.371073032260403,0.371073032260403,3,1,0.9466462585090536,1.0,33,52
0.1,0.1,1.484292129041612,1.335862916137451,0.1484292129041612,0.371073032260403,0.5195022451645642,4,1,0.9446480229194586,1.0,33,52
0.1,0.2,1.484292129041612,1.1874337032332896,0.2968584258083224,0.371073032260403,0.6679314580687254,5,1,0.942636616497284,1.0,33,52
0.2,0.0,1.484292129041612,1.484292129041612,0.0,0.742146064520806,0.742146064520806,0,0,0.9550277329105751,1.0,33,52
0.2,0.1,1.484292129041612,1.335862916137451,0.1484292129041612,0.742146064520806,0.8905752774249672,0,0,0.9530634747249387,1.0,33,52
0.2,0.2,1.484292129041612,1.1874337032332896,0.2968584258083224,0.742146064520806,1.0390044903291284,0,0,0.9510866332739607,1.0,33,52
0.0,0.0,0.7927807342140464,0.7927807342140464,0.0,0.0,0.0,20,1,0.916349698618151,1.0,33,59
0.0,0.1,0.7927807342140464,0.7135026607926418,0.07927807342140464,0.0,0.07927807342140464,20,1,0.9157721160979073,1.0,33,59
0.0,0.2,0.7927807342140464,0.6342245873712371,0.15855614684280928,0.0,0.15855614684280928,20,1,0.9151926119899108,1.0,33,59
0.1,0.0,0.7927807342140464,0.7927807342140464,0.0,0.3963903671070233,0.3963903671070233,16,1,0.9259025338965667,1.0,33,59
0.1,0.1,0.7927807342140464,0.7135026607926418,0.07927807342140464,0.3963903671070233,0.47566844052842794,16,1,0.9253377817110766,1.0,33,59
0.1,0.2,0.7927807342140464,0.6342245873712371,0.15855614684280928,0.3963903671070233,0.5549465139498326,17,1,0.9247712090958572,1.0,33,59
0.2,0.0,0.7927807342140464,0.7927807342140464,0.0,0.7927807342140466,0.7927807342140466,12,1,0.9352757870550005,1.0,33,59
0.2,0.1,0.7927807342140464,0.7135026607926418,0.07927807342140464,0.7927807342140466,0.8720588076354512,13,1,0.934723101383787,1.0,33,59
0.2,0.2,0.7927807342140464,0.6342245873712371,0.15855614684280928,0.7927807342140466,0.9513368810568559,15,1,0.9341686874142966,1.0,33,59
0.0,0.0,2.6222511801661104,2.6222511801661104,0.0,0.0,0.0,7,1,0.9416063653870138,1.0,33,72
0.0,0.1,2.6222511801661104,2.3600260621494993,0.262225118016611,0.0,0.262225118016611,11,1,0.9377340581711924,1.0,33,72
0.0,0.2,2.6222511801661104,2.097800944132888,0.524450236033222,0.0,0.524450236033222,15,1,0.9338251293162265,1.0,33,72
0.1,0.0,2.6222511801661104,2.6222511801661104,0.0,0.43704186336101825,0.43704186336101825,0,0,0.9515801703689972,1.0008588632928996,33,72
0.1,0.1,2.6222511801661104,2.3600260621494993,0.262225118016611,0.43704186336101825,0.6992669813776293,3,1,0.9477807956517061,1.0,33,72
0.1,0.2,2.6222511801661104,2.097800944132888,0.524450236033222,0.43704186336101825,0.9614920993942403,6,1,0.9439467189947538,1.0,33,72
0.2,0.0,2.6222511801661104,2.6222511801661104,0.0,0.8740837267220365,0.8740837267220365,0,0,0.9613675735577437,1.0017874953962036,33,72
0.2,0.1,2.6222511801661104,2.3600260621494993,0.262225118016611,0.8740837267220365,1.1363088447386476,0,0,0.9576370213053056,1.0008741680593591,33,72
0.2,0.2,2.6222511801661104,2.097800944132888,0.524450236033222,0.8740837267220365,1.3985339627552587,0,0,0.953873514234104,1.0,33,72
0.0,0.0,1.4719044430382442,1.4719044430382442,0.0,0.0,0.0,10,1,0.93729608875135,1.0,33,84
0.0,0.1,1.4719044430382442,1.3247139987344199,0.1471904443038244,0.0,0.1471904443038244,13,1,0.9350620727470117,1.0,33,84
0.0,0.2,1.4719044430382442,1.1775235544305953,0.2943808886076488,0.0,0.2943808886076488,14,1,0.9328158946844457,1.0,33,84
0.1,0.0,1.4719044430382442,1.4719044430382442,0.0,0.36797611075956094,0.36797611075956094,4,1,0.9461121134006879,1.0,33,84
0.1,0.1,1.4719044430382442,1.3247139987344199,0.1471904443038244,0.36797611075956094,0.5151665550633854,5,1,0.9439141606699559,1.0,33,84
0.1,0.2,1.4719044430382442,1.1775235544305953,0.2943808886076488,0.36797611075956094,0.6623569993672098,9,1,0.9417045798178947,1.0,33,84
0.2,0.0,1.4719044430382442,1.4719044430382442,0.0,0.7359522215191219,0.7359522215191219,0,0,0.9547858482872922,1.0,33,84
0.2,0.1,1.4719044430382442,1.3247139987344199,0.1471904443038244,0.7359522215191219,0.8831426658229463,0,0,0.9526222084454659,1.0,33,84
0.2,0.2,1.4719044430382442,1.1775235544305953,0.2943808886076488,0.7359522215191219,1.0303331101267708,0,0,0.9504474333840736,1.0,33,84
0.0,0.0,1.4903192867252746,1.4903192867252746,0.0,0.0,0.0,0,0,0.9615266275760882,1.0,33,86
0.0,0.1,1.4903192867252746,1.3412873580527471,0.14903192867252746,0.0,0.14903192867252746,0,0,0.9599894688954859,1.0,33,86
0.0,0.2,1.4903192867252746,1.1922554293802197,0.2980638573450549,0.0,0.2980638573450549,0,0,0.958443175202487,1.0,33,86
0.1,0.0,1.4903192867252746,1.4903192867252746,0.0,0.24838654778754554,0.24838654778754554,0,0,0.9670288878521236,1.0,33,86
0.1,0.1,1.4903192867252746,1.3412873580527471,0.14903192867252746,0.24838654778754554,0.397418476460073,0,0,0.9655083524985182,1.0,33,86
0.1,0.2,1.4903192867252746,1.1922554293802197,0.2980638573450549,0.24838654778754554,0.5464504051326005,0,0,0.9639789366938587,1.0,33,86
0.2,0.0,1.4903192867252746,1.4903192867252746,0.0,0.4967730955750911,0.4967730955750911,0,0,0.9724759218022065,1.0,33,86
0.2,0.1,1.4903192867252746,1.3412873580527471,0.14903192867252746,0.4967730955750911,0.6458050242476185,0,0,0.9709714893925111,1.0,33,86
0.2,0.2,1.4903192867252746,1.1922554293802197,0.2980638573450549,0.4967730955750911,0.794836952920146,0,0,0.9694584187629753,1.0,33,86
0.0,0.0,0.775593633993988,0.775593633993988,0.0,0.0,0.0,17,1,0.9255543759245839,1.0,33,94
0.0,0.1,0.775593633993988,0.6980342705945891,0.0775593633993988,0.0,0.0775593633993988,17,1,0.9239236037625482,1.0,33,94
0.0,0.2,0.775593633993988,0.6204749071951904,0.1551187267987976,0.0,0.1551187267987976,17,1,0.9222860600490074,1.0,33,94
0.1,0.0,0.775593633993988,0.775593633993988,0.0,0.387796816996994,0.387796816996994,14,1,0.9350749287540481,1.0,33,94
0.1,0.1,0.775593633993988,0.6980342705945891,0.0775593633993988,0.387796816996994,0.46535618039639276,14,1,0.9334743999252165,1.0,33,94
0.1,0.2,0.775593633993988,0.6204749071951904,0.1551187267987976,0.387796816996994,0.5429155437957915,16,1,0.9318674414280154,1.0,33,94
0.2,0.0,0.775593633993988,0.775593633993988,0.0,0.775593633993988,0.775593633993988,9,1,0.9444265137238815,1.0,33,94
0.2,0.1,0.775593633993988,0.6980342705945891,0.0775593633993988,0.775593633993988,0.8531529973933868,10,1,0.9428546060666921,1.0,33,94
0.2,0.2,0.775593633993988,0.6204749071951904,0.1551187267987976,0.775593633993988,0.9307123607927855,10,1,0.9412765815231586,1.0,33,94
0.0,0.0,0.8998230318072007,0.8998230318072007,0.0,0.0,0.0,21,1,0.9113239840571127,1.0,33,95
0.0,0.1,0.8998230318072007,0.8098407286264806,0.08998230318072008,0.0,0.08998230318072008,21,1,0.9099597824633231,1.0,33,95
0.0,0.2,0.8998230318072007,0.7198584254457605,0.17996460636144015,0.0,0.17996460636144015,21,1,0.9085900500920765,1.0,33,95
0.1,0.0,0.8998230318072007,0.8998230318072007,0.0,0.4499115159036004,0.4499115159036004,17,1,0.9222514100735307,1.0,33,95
0.1,0.1,0.8998230318072007,0.8098407286264806,0.08998230318072008,0.4499115159036004,0.5398938190843204,17,1,0.9209175976485152,1.0,33,95
0.1,0.2,0.8998230318072007,0.7198584254457605,0.17996460636144015,0.4499115159036004,0.6298761222650405,18,1,0.9195785902989455,1.0,33,95
0.2,0.0,0.8998230318072007,0.8998230318072007,0.0,0.8998230318072008,0.8998230318072008,15,1,0.9329417624318211,1.0,33,95
0.2,0.1,0.8998230318072007,0.8098407286264806,0.08998230318072008,0.8998230318072008,0.9898053349879209,15,1,0.9316363362729582,1.0,33,95
0.2,0.2,0.8998230318072007,0.7198584254457605,0.17996460636144015,0.8998230318072008,1.0797876381686409,16,1,0.9303260160946415,1.0,33,95
0.0,0.0,1.2196755411191784,1.2196755411191784,0.0,0.0,0.0,0,0,0.9551970491398749,1.0,33,104
0.0,0.1,1.2196755411191784,1.0977079870072606,0.12196755411191784,0.0,0.12196755411191784,0,0,0.9530427579356856,1.0,33,104
0.0,0.2,1.2196755411191784,0.9757404328953427,0.24393510822383568,0.0,0.24393510822383568,0,0,0.9508061580376804,1.0,33,104
0.1,0.0,1.2196755411191784,1.2196755411191784,0.0,0.30491888527979444,0.30491888527979444,0,0,0.9619871379520242,1.0,33,104
0.1,0.1,1.2196755411191784,1.0977079870072606,0.12196755411191784,0.30491888527979444,0.4268864393917123,0,0,0.9598602235796075,1.0,33,104
0.1,0.2,1.2196755411191784,0.9757404328953427,0.24393510822383568,0.30491888527979444,0.5488539935036301,0,0,0.9577222664030429,1.0,33,104
0.2,0.0,1.2196755411191784,1.2196755411191784,0.0,0.6098377705595889,0.6098377705595889,0,0,0.9686916595453472,1.0,33,104
0.2,0.1,1.2196755411191784,1.0977079870072606,0.12196755411191784,0.6098377705595889,0.7318053246715067,0,0,0.9665910782366602,1.0,33,104
0.2,0.2,1.2196755411191784,0.9757404328953427,0.24393510822383568,0.6098377705595889,0.8537728787834246,0,0,0.9644798304905545,1.0,33,104
0.0,0.0,3.8804476269562103,3.8804476269562103,0.0,0.0,0.0,0,0,0.9733069842659072,1.0036291548963738,33,105
0.0,0.1,3.8804476269562103,3.492402864260589,0.38804476269562105,0.0,0.38804476269562105,0,0,0.9659896746878206,1.0,33,105
0.0,0.2,3.8804476269562103,3.1043581015649684,0.7760895253912421,0.0,0.7760895253912421,0,0,0.9580968988729608,1.0,33,105
0.1,0.0,3.8804476269562103,3.8804476269562103,0.0,0.4850559533695262,0.4850559533695262,0,0,0.97884730477875,1.014003034358333,33,105
0.1,0.1,3.8804476269562103,3.492402864260589,0.38804476269562105,0.4850559533695262,0.8731007160651473,0,0,0.9762216320038555,1.0035030620392993,33,105
0.1,0.2,3.8804476269562103,3.1043581015649684,0.7760895253912421,0.4850559533695262,1.2611454787607683,0,0,0.968860133106574,1.0,33,105
0.2,0.0,3.8804476269562103,3.8804476269562103,0.0,0.9701119067390525,0.9701119067390525,0,0,0.9827940794439953,1.0241979297559745,33,105
0.2,0.1,3.8804476269562103,3.492402864260589,0.38804476269562105,0.9701119067390525,1.3581566694346736,0,0,0.9814447175789297,1.0138667699493433,33,105
0.2,0.2,3.8804476269562103,3.1043581015649684,0.7760895253912421,0.9701119067390525,1.7462014321302946,0,0,0.9790786419150139,1.0033229646058208,33,105
0.0,0.0,1.4851322877837247,1.4851322877837247,0.0,0.0,0.0,14,1,0.9307643528314441,1.0,33,112
0.0,0.1,1.4851322877837247,1.3366190590053524,0.14851322877837247,0.0,0.14851322877837247,14,1,0.9290196074433633,1.0,33,112
0.0,0.2,1.4851322877837247,1.1881058302269798,0.29702645755674495,0.0,0.29702645755674495,15,1,0.927266849521649,1.0,33,112
0.1,0.0,1.4851322877837247,1.4851322877837247,0.0,0.371283071945931,0.371283071945931,9,1,0.939824448975385,1.0,33,112
0.1,0.1,1.4851322877837247,1.3366190590053524,0.14851322877837247,0.371283071945931,0.5197963007243035,9,1,0.9381089566745511,1.0,33,112
0.1,0.2,1.4851322877837247,1.1881058302269798,0.29702645755674495,0.371283071945931,0.668309529502676,12,1,0.9363858080257608,1.0,33,112
0.2,0.0,1.4851322877837247,1.4851322877837247,0.0,0.742566143891862,0.742566143891862,2,1,0.9487326394210078,1.0,33,112
0.2,0.1,1.4851322877837247,1.3366190590053524,0.14851322877837247,0.742566143891862,0.8910793726702345,3,1,0.9470449265473525,1.0,33,112
0.2,0.2,1.4851322877837247,1.1881058302269798,0.29702645755674495,0.742566143891862,1.039592601448607,5,1,0.9453498853805428,1.0,33,112
0.0,0.0,1.420055058303752,1.420055058303752,0.0,0.0,0.0,14,1,0.9315360415538215,1.0,33,116
0.0,0.1,1.420055058303752,1.2780495524733766,0.1420055058303752,0.0,0.1420055058303752,15,1,0.930487584439762,1.0,33,116
0.0,0.2,1.420055058303752,1.1360440466430015,0.2840110116607504,0.0,0.2840110116607504,15,1,0.9294342148644634,1.0,33,116
0.1,0.0,1.420055058303752,1.420055058303752,0.0,0.3550137645759379,0.3550137645759379,5,1,0.939820655888945,1.0,33,116
0.1,0.1,1.420055058303752,1.2780495524733766,0.1420055058303752,0.3550137645759379,0.4970192704063131,7,1,0.9387907742740415,1.0,33,116
0.1,0.2,1.420055058303752,1.1360440466430015,0.2840110116607504,0.3550137645759379,0.6390247762366883,10,1,0.9377561997039303,1.0,33,116
0.2,0.0,1.420055058303752,1.420055058303752,0.0,0.7100275291518758,0.7100275291518758,3,1,0.9479739410619262,1.0,33,116
0.2,0.1,1.420055058303752,1.2780495524733766,0.1420055058303752,0.7100275291518758,0.852033034982251,3,1,0.9469617148555732,1.0,33,116
0.2,0.2,1.420055058303752,1.1360440466430015,0.2840110116607504,0.7100275291518758,0.9940385408126262,4,1,0.945944998463511,1.0,33,116
0.0,0.0,0.952979073575156,0.952979073575156,0.0,0.0,0.0,21,1,0.9030851420427864,1.0,33,122
0.0,0.1,0.952979073575156,0.8576811662176403,0.0952979073575156,0.0,0.0952979073575156,21,1,0.9013856724926985,1.0,33,122
0.0,0.2,0.952979073575156,0.7623832588601248,0.1905958147150312,0.0,0.1905958147150312,21,1,0.8996785589783977,1.0,33,122
0.1,0.0,0.952979073575156,0.952979073575156,0.0,0.47648953678757816,0.47648953678757816,19,1,0.91527943425517,1.0,33,122
0.1,0.1,0.952979073575156,0.8576811662176403,0.0952979073575156,0.47648953678757816,0.5717874441450937,20,1,0.9136208675292233,1.0,33,122
0.1,0.2,0.952979073575156,0.7623832588601248,0.1905958147150312,0.47648953678757816,0.6670853515026094,20,1,0.9119551491709904,1.0,33,122
0.2,0.0,0.952979073575156,0.952979073575156,0.0,0.9529790735751563,0.9529790735751563,16,1,0.9271871261382192,1.0,33,122
0.2,0.1,0.952979073575156,0.8576811662176403,0.0952979073575156,0.9529790735751563,1.048276980932672,16,1,0.9255666021797956,1.0,33,122
0.2,0.2,0.952979073575156,0.7623832588601248,0.1905958147150312,0.9529790735751563,1.1435748882901875,16,1,0.9239393648179302,1.0,33,122
