method,conformal_variant,feeder,scenario_id,actual_risky,actual_severity,predicted_risky,risk_score,mean_interval_width
Boosting point + global conformal,global,69,272,True,0.04902890629678314,True,0.04856759913021513,0.0010963713147436162
Boosting point + global conformal,global,69,275,True,0.0021509117353581964,True,0.002476607252351992,0.0010963713147436483
Boosting point + global conformal,global,69,281,True,0.037551514792072194,True,0.03737642021014553,0.0010963713147436613
Boosting point + global conformal,global,69,286,True,0.0018068702367147749,True,0.0020014737093511092,0.0010963713147436563
Boosting point + global conformal,global,69,291,False,0.0,False,0.0,0.0010963713147436323
Boosting point + global conformal,global,69,294,True,0.031304868502132766,True,0.03183720694166481,0.001096371314743642
Boosting point + global conformal,global,69,297,True,0.004283233299297917,True,0.004983604794040808,0.001096371314743637
Boosting point + global conformal,global,69,299,True,0.05266045495488336,True,0.05570643504609252,0.001096371314743637
Neural graph residual ablation,topology_conditioned,33,3,True,0.038692346218534346,True,0.04275877639802517,0.00723135534899844
Neural graph residual ablation,topology_conditioned,33,11,False,0.0,False,0.0,0.0072313553489984465
Neural graph residual ablation,topology_conditioned,33,13,True,0.016692536776869993,True,0.0197944378879904,0.007231355348998443
Neural graph residual ablation,topology_conditioned,33,17,False,0.0,False,0.0,0.007231355348998406
Neural graph residual ablation,topology_conditioned,33,18,False,0.0,True,0.0025695985395989274,0.007231355348998443
Neural graph residual ablation,topology_conditioned,33,22,True,0.011337152104325954,True,0.01754338275859957,0.007231355348998429
Neural graph residual ablation,topology_conditioned,33,27,True,0.016808896393096795,True,0.02502732083560877,0.007231355348998436
Neural graph residual ablation,topology_conditioned,33,31,False,0.0,True,0.00032462357336537906,0.007231355348998429
Neural graph residual ablation,topology_conditioned,33,38,False,0.0,False,0.0,0.007231355348998416
Neural graph residual ablation,topology_conditioned,33,47,True,0.014656298958531377,True,0.02201452509219959,0.007231355348998422
Neural graph residual ablation,topology_conditioned,33,52,True,0.011871565087809177,True,0.020096295213614335,0.00723135534899842
Neural graph residual ablation,topology_conditioned,33,59,True,0.033650301381847325,True,0.0381001883611346,0.007231355348998426
Neural graph residual ablation,topology_conditioned,33,72,True,0.008393634612990808,True,0.015604660091361966,0.00723135534899844
Neural graph residual ablation,topology_conditioned,33,84,True,0.01270391124864556,True,0.016158280113262924,0.007231355348998413
Neural graph residual ablation,topology_conditioned,33,86,False,0.0,False,0.0,0.007231355348998453
Neural graph residual ablation,topology_conditioned,33,94,True,0.02444562407542472,True,0.026710762024845347,0.00723135534899844
Neural graph residual ablation,topology_conditioned,33,95,True,0.038676015942889164,True,0.043365471289865565,0.007231355348998433
Neural graph residual ablation,topology_conditioned,33,104,False,0.0,True,0.004470258987783526,0.007231355348998409
Neural graph residual ablation,topology_conditioned,33,105,False,0.0,False,0.0,0.007231355348998382
Neural graph residual ablation,topology_conditioned,33,112,True,0.019235647168562964,True,0.021609464847785365,0.00723135534899842
Neural graph residual ablation,topology_conditioned,33,116,True,0.018463958446187534,True,0.025956615663111138,0.00723135534899842
Neural graph residual ablation,topology_conditioned,33,122,True,0.0469148579572215,True,0.04482245708264698,0.007231355348998429
Neural graph residual ablation,topology_conditioned,33,124,True,0.039470401137468136,True,0.04347161035985758,0.00723135534899842
Neural graph residual ablation,topology_conditioned,33,128,False,0.0,True,0.008369430794891608,0.007231355348998429
Neural graph residual ablation,topology_conditioned,33,131,True,0.00677019117146016,True,0.011068533640131162,0.007231355348998429
Neural graph residual ablation,topology_conditioned,33,133,True,0.04918142764509359,True,0.049717514437612964,0.007231355348998413
Neural graph residual ablation,topology_conditioned,33,134,True,0.01099436288627198,True,0.018475365877756,0.007231355348998429
Neural graph residual ablation,topology_conditioned,33,135,True,0.011307379269138162,True,0.014677040644504369,0.007231355348998426
Neural graph residual ablation,topology_conditioned,33,136,True,0.031103667653855194,True,0.03680417043013051,0.007231355348998443
Neural graph residual ablation,topology_conditioned,33,137,True,0.011884695430436132,True,0.017246300082757404,0.00723135534899844
Neural graph residual ablation,topology_conditioned,33,139,True,0.00037938127207870487,True,0.002741908765004797,0.007231355348998426
Neural graph residual ablation,topology_conditioned,33,141,True,0.0031504962588355667,True,0.009706293593475745,0.00723135534899842
Neural graph residual ablation,topology_conditioned,33,143,True,0.036766874169016805,True,0.042150703753816576,0.0072313553489984465
Neural graph residual ablation,topology_conditioned,33,149,True,0.006687178681784922,True,0.015853739271311507,0.00723135534899844
Neural graph residual ablation,topology_conditioned,33,153,True,0.03368624297842071,True,0.03461483725263259,0.007231355348998426
Neural graph residual ablation,topology_conditioned,33,159,True,0.011440370221333929,True,0.01728649768859436,0.00723135534899845
Neural graph residual ablation,topology_conditioned,33,161,True,0.036158120205819544,True,0.04087507306420135,0.007231355348998422
Neural graph residual ablation,topology_conditioned,33,162,True,0.005331810194804332,True,0.009990086406521548,0.007231355348998433
Neural graph residual ablation,topology_conditioned,33,170,True,0.045720053875062394,True,0.04629225133099113,0.00723135534899842
Neural graph residual ablation,topology_conditioned,33,178,False,0.0,False,0.0,0.007231355348998399
Neural graph residual ablation,topology_conditioned,33,180,True,0.004617273462513949,True,0.008159514089143172,0.007231355348998436
Neural graph residual ablation,topology_conditioned,33,199,True,0.019298660816306157,True,0.024900735775937988,0.007231355348998429
Neural graph residual ablation,topology_conditioned,33,200,True,0.05109693067283794,True,0.05092870969665497,0.007231355348998426
Neural graph residual ablation,topology_conditioned,33,201,False,0.0,True,9.833816240600868e-05,0.007231355348998433
Neural graph residual ablation,topology_conditioned,33,206,True,0.017061066549777126,True,0.02426900435450896,0.00723135534899842
Neural graph residual ablation,topology_conditioned,33,213,False,0.0,False,0.0,0.007231355348998416
Neural graph residual ablation,topology_conditioned,33,215,True,0.006058607941154759,True,0.013112955898687106,0.007231355348998443
Neural graph residual ablation,topology_conditioned,33,221,False,0.0,False,0.0,0.007231355348998429
Neural graph residual ablation,topology_conditioned,33,233,True,0.0018908650930147264,True,0.008243749740785122,0.007231355348998422
Neural graph residual ablation,topology_conditioned,33,235,False,0.0,True,0.0028798411275475777,0.0072313553489984465
Neural graph residual ablation,topology_conditioned,33,236,True,0.022651198538079398,True,0.02978877483895437,0.00723135534899844
Neural graph residual ablation,topology_conditioned,33,238,False,0.0,True,0.004420146988178386,0.00723135534899842
Neural graph residual ablation,topology_conditioned,33,240,True,0.012393327849347102,True,0.020712688888107178,0.00723135534899842
Neural graph residual ablation,topology_conditioned,33,243,True,0.022769921815045113,True,0.026511029415841936,0.007231355348998402
Neural graph residual ablation,topology_conditioned,33,244,True,0.027255900370916963,True,0.03231316589934319,0.007231355348998413
Neural graph residual ablation,topology_conditioned,33,260,False,0.0,False,0.0,0.007231355348998453
Neural graph residual ablation,topology_conditioned,33,264,True,0.002115469348031196,True,0.007876529123378773,0.00723135534899844
Neural graph residual ablation,topology_conditioned,33,285,True,0.021414872314725608,True,0.02713472918458315,0.0072313553489984465
Neural graph residual ablation,topology_conditioned,33,289,False,0.0,True,0.003395430024470736,0.007231355348998409
Neural graph residual ablation,topology_conditioned,33,292,False,0.0,False,0.0,0.007231355348998426
Neural graph residual ablation,topology_conditioned,69,4,False,0.0,True,0.0018550090520839113,0.0045211567357299216
Neural graph residual ablation,topology_conditioned,69,5,True,0.026533960110384558,True,0.02670200690575153,0.00452115673572994
Neural graph residual ablation,topology_conditioned,69,16,False,0.0,False,0.0,0.0045211567357299216
Neural graph residual ablation,topology_conditioned,69,17,True,0.008523075012713766,True,0.010720718214754399,0.00452115673572991
Neural graph residual ablation,topology_conditioned,69,20,True,0.036180520043688325,True,0.03592238095939493,0.0045211567357299155
Neural graph residual ablation,topology_conditioned,69,22,True,0.016169963797007525,True,0.017712586584676004,0.004521156735729923
Neural graph residual ablation,topology_conditioned,69,27,True,0.016424781172512337,True,0.018204742594738366,0.0045211567357299285
Neural graph residual ablation,topology_conditioned,69,28,True,0.029640660066541535,True,0.02978740986330075,0.004521156735729923
Neural graph residual ablation,topology_conditioned,69,34,False,0.0,False,0.0,0.0045211567357299025
Neural graph residual ablation,topology_conditioned,69,38,True,0.007515034410581545,True,0.009644118169452764,0.0045211567357299415
Neural graph residual ablation,topology_conditioned,69,40,True,0.00827330884266575,True,0.009768794155974203,0.004521156735729908
Neural graph residual ablation,topology_conditioned,69,42,True,0.020352671895895957,True,0.021914717222567992,0.004521156735729933
Neural graph residual ablation,topology_conditioned,69,50,True,0.0009202685623123097,True,0.0036520688441483706,0.00452115673572991
Neural graph residual ablation,topology_conditioned,69,73,True,0.02089815597642697,True,0.021911186343122724,0.004521156735729927
Neural graph residual ablation,topology_conditioned,69,84,True,0.023512067032276374,True,0.024774766919570368,0.004521156735729936
Neural graph residual ablation,topology_conditioned,69,88,True,0.006460895883016349,True,0.008749325613667924,0.004521156735729914
Neural graph residual ablation,topology_conditioned,69,99,False,0.0,False,0.0,0.004521156735729895
Neural graph residual ablation,topology_conditioned,69,101,True,0.002243857283542927,True,0.006121051529123567,0.004521156735729864
Neural graph residual ablation,topology_conditioned,69,102,True,0.04658180227495656,True,0.045544536558415394,0.004521156735729931
Neural graph residual ablation,topology_conditioned,69,108,True,0.024259165270435923,True,0.02530411643391317,0.004521156735729908
Neural graph residual ablation,topology_conditioned,69,116,True,0.06368595690228651,True,0.06042378099402823,0.004521156735729946
Neural graph residual ablation,topology_conditioned,69,118,True,0.0186926620038258,True,0.019544807606301173,0.004521156735729912
Neural graph residual ablation,topology_conditioned,69,120,False,0.0,True,0.0002712929355919158,0.004521156735729865
Neural graph residual ablation,topology_conditioned,69,122,False,0.0,False,0.0,0.004521156735729899
Neural graph residual ablation,topology_conditioned,69,126,True,0.025803969625426304,True,0.026741013945236758,0.0045211567357299285
Neural graph residual ablation,topology_conditioned,69,127,True,0.041961427733223755,True,0.04103644222602354,0.0045211567357299415
Neural graph residual ablation,topology_conditioned,69,133,True,0.009546470443050348,True,0.010764772966056713,0.004521156735729899
Neural graph residual ablation,topology_conditioned,69,136,True,0.051365388443198046,True,0.04959818457737386,0.004521156735729944
Neural graph residual ablation,topology_conditioned,69,144,True,0.049768297807567086,True,0.04820525440517254,0.0045211567357299415
Neural graph residual ablation,topology_conditioned,69,147,True,0.02492844058111554,True,0.02574190274750554,0.004521156735729935
Neural graph residual ablation,topology_conditioned,69,156,True,0.00398337085654199,True,0.006670664824380945,0.004521156735729923
Neural graph residual ablation,topology_conditioned,69,158,True,0.020331387185619,True,0.021228190744933206,0.00452115673572993
Neural graph residual ablation,topology_conditioned,69,164,True,0.027021117675732342,True,0.027248609454359363,0.004521156735729944
Neural graph residual ablation,topology_conditioned,69,168,True,0.058735724115356214,True,0.05636030826423655,0.004521156735729917
Neural graph residual ablation,topology_conditioned,69,194,True,0.006717055964316709,True,0.008014802384605946,0.0045211567357299285
Neural graph residual ablation,topology_conditioned,69,197,True,0.01288721712694596,True,0.014236731521055979,0.0045211567357299285
Neural graph residual ablation,topology_conditioned,69,200,True,0.005583425503271178,True,0.007172887039170517,0.004521156735729923
Neural graph residual ablation,topology_conditioned,69,201,True,0.0017837655017699516,True,0.004523878176475926,0.004521156735729883
Neural graph residual ablation,topology_conditioned,69,205,True,0.0472506354617902,True,0.04571685793197211,0.004521156735729949
Neural graph residual ablation,topology_conditioned,69,206,True,0.0068932575167269805,True,0.008676729609606304,0.004521156735729927
Neural graph residual ablation,topology_conditioned,69,209,True,0.037930703915716735,True,0.037506242433914316,0.0045211567357299216
Neural graph residual ablation,topology_conditioned,69,210,True,0.032779711683192714,True,0.033553074979734365,0.0045211567357299155
Neural graph residual ablation,topology_conditioned,69,214,False,0.0,False,0.0,0.004521156735729923
Neural graph residual ablation,topology_conditioned,69,218,True,0.00631836337666436,True,0.008269190976303964,0.004521156735729912
Neural graph residual ablation,topology_conditioned,69,230,False,0.0,False,0.0,0.004521156735729935
Neural graph residual ablation,topology_conditioned,69,235,True,0.01023899106766235,True,0.011918341460380732,0.00452115673572991
Neural graph residual ablation,topology_conditioned,69,244,True,0.021236828157674803,True,0.02240961913617534,0.00452115673572993
Neural graph residual ablation,topology_conditioned,69,251,True,0.037656971701869546,True,0.036512862892071785,0.004521156735729895
Neural graph residual ablation,topology_conditioned,69,254,True,0.0637766086676218,True,0.06056386358221533,0.0045211567357299285
Neural graph residual ablation,topology_conditioned,69,257,True,0.0038091011661567364,True,0.006681952759307386,0.0045211567357299025
Neural graph residual ablation,topology_conditioned,69,268,True,0.047714612195622785,True,0.04653696190563117,0.004521156735729944
Neural graph residual ablation,topology_conditioned,69,269,True,0.04575556616930054,True,0.04468406026788019,0.00452115673572994
Neural graph residual ablation,topology_conditioned,69,272,True,0.04902890629678314,True,0.04747960178534372,0.0045211567357299415
Neural graph residual ablation,topology_conditioned,69,275,True,0.0021509117353581964,True,0.004945177905373188,0.004521156735729936
Neural graph residual ablation,topology_conditioned,69,281,True,0.037551514792072194,True,0.0377591105845656,0.004521156735729897
Neural graph residual ablation,topology_conditioned,69,286,True,0.0018068702367147749,True,0.004307709078353206,0.0045211567357299025
Neural graph residual ablation,topology_conditioned,69,291,False,0.0,False,0.0,0.004521156735729935
Neural graph residual ablation,topology_conditioned,69,294,True,0.031304868502132766,True,0.03238830553199079,0.004521156735729906
Neural graph residual ablation,topology_conditioned,69,297,True,0.004283233299297917,True,0.006577248369390554,0.00452115673572993
Neural graph residual ablation,topology_conditioned,69,299,True,0.05266045495488336,True,0.05057865213266344,0.004521156735729919
VoltGuard topology-aware residual,global,33,3,True,0.038692346218534346,True,0.03890899636320999,0.0005274910307726633
VoltGuard topology-aware residual,global,33,11,False,0.0,False,0.0,0.0005274910307726734
VoltGuard topology-aware residual,global,33,13,True,0.016692536776869993,True,0.017223623025653167,0.0005274910307726364
VoltGuard topology-aware residual,global,33,17,False,0.0,False,0.0,0.0005274910307726734
VoltGuard topology-aware residual,global,33,18,False,0.0,False,0.0,0.0005274910307726734
VoltGuard topology-aware residual,global,33,22,True,0.011337152104325954,True,0.01164665932882214,0.0005274910307726734
VoltGuard topology-aware residual,global,33,27,True,0.016808896393096795,True,0.017144994940067715,0.0005274910307726902
VoltGuard topology-aware residual,global,33,31,False,0.0,False,0.0,0.0005274910307726264
VoltGuard topology-aware residual,global,33,38,False,0.0,False,0.0,0.0005274910307726432
VoltGuard topology-aware residual,global,33,47,True,0.014656298958531377,True,0.015112015089133957,0.0005274910307726364
VoltGuard topology-aware residual,global,33,52,True,0.011871565087809177,True,0.012447321414182366,0.0005274910307726633
VoltGuard topology-aware residual,global,33,59,True,0.033650301381847325,True,0.034024827338483554,0.0005274910307726902
VoltGuard topology-aware residual,global,33,72,True,0.008393634612990808,True,0.009034866157274335,0.00052749103077266
VoltGuard topology-aware residual,global,33,84,True,0.01270391124864556,True,0.013265075590854547,0.0005274910307726465
VoltGuard topology-aware residual,global,33,86,False,0.0,False,0.0,0.0005274910307726432
VoltGuard topology-aware residual,global,33,94,True,0.02444562407542472,True,0.024926311019781155,0.0005274910307726096
VoltGuard topology-aware residual,global,33,95,True,0.038676015942889164,True,0.0389526204451196,0.0005274910307727105
VoltGuard topology-aware residual,global,33,104,False,0.0,False,0.0,0.0005274910307726432
VoltGuard topology-aware residual,global,33,105,False,0.0,False,0.0,0.0005274910307726869
VoltGuard topology-aware residual,global,33,112,True,0.019235647168562964,True,0.01963842798828752,0.0005274910307726801
VoltGuard topology-aware residual,global,33,116,True,0.018463958446187534,True,0.018789047111335,0.0005274910307726633
VoltGuard topology-aware residual,global,33,122,True,0.0469148579572215,True,0.04728681408708635,0.0005274910307726633
VoltGuard topology-aware residual,global,33,124,True,0.039470401137468136,True,0.03989301053791794,0.0005274910307727105
VoltGuard topology-aware residual,global,33,128,False,0.0,False,0.0,0.0005274910307726835
VoltGuard topology-aware residual,global,33,131,True,0.00677019117146016,True,0.007091935269335159,0.0005274910307726768
VoltGuard topology-aware residual,global,33,133,True,0.04918142764509359,True,0.0496038370161328,0.00052749103077267
VoltGuard topology-aware residual,global,33,134,True,0.01099436288627198,True,0.011300756040499405,0.0005274910307726331
VoltGuard topology-aware residual,global,33,135,True,0.011307379269138162,True,0.011631878228036352,0.0005274910307726667
VoltGuard topology-aware residual,global,33,136,True,0.031103667653855194,True,0.031442012490463966,0.0005274910307726297
VoltGuard topology-aware residual,global,33,137,True,0.011884695430436132,True,0.012112061841532573,0.0005274910307726667
VoltGuard topology-aware residual,global,33,139,True,0.00037938127207870487,True,0.0006283865683195389,0.000527491030772707
VoltGuard topology-aware residual,global,33,141,True,0.0031504962588355667,True,0.0034074252807175798,0.0005274910307726432
VoltGuard topology-aware residual,global,33,143,True,0.036766874169016805,True,0.03736851607887215,0.0005274910307726331
VoltGuard topology-aware residual,global,33,149,True,0.006687178681784922,True,0.007015033335191934,0.0005274910307726432
VoltGuard topology-aware residual,global,33,153,True,0.03368624297842071,True,0.033863450551334995,0.0005274910307726969
VoltGuard topology-aware residual,global,33,159,True,0.011440370221333929,True,0.01199768454878991,0.0005274910307726196
VoltGuard topology-aware residual,global,33,161,True,0.036158120205819544,True,0.03676073439550598,0.0005274910307726667
VoltGuard topology-aware residual,global,33,162,True,0.005331810194804332,True,0.005793610447660913,0.0005274910307726532
VoltGuard topology-aware residual,global,33,170,True,0.045720053875062394,True,0.04580432509985377,0.0005274910307726801
VoltGuard topology-aware residual,global,33,178,False,0.0,False,0.0,0.0005274910307726768
