scenario_id,feeder,slack_vm,load_scale,pv_penetration,replicate,initial_overvoltage_scenario,pv_curtail,available_pv_mw,accepted_pv_mw,curtailed_pv_mw,post_min_vm_pu,post_max_vm_pu,post_undervoltage_buses,post_overvoltage_buses,post_violating_buses,post_overvoltage_scenario,post_violation_scenario
3,33,1.0,0.3,1.5,0,0,0.4,1.67175,1.00305,0.6687000000000001,0.9867904400769341,1.0002846527475062,0,0,0,0,0
3,33,1.0,0.3,1.5,0,0,0.5,1.67175,0.835875,0.835875,0.9849017138532798,1.0,0,0,0,0,0
4,33,1.0,0.3,1.5,1,0,0.0,1.67175,1.67175,0.0,0.9910074298216184,1.0080169565224462,0,0,0,0,0
4,33,1.0,0.3,1.5,1,0,0.1,1.67175,1.504575,0.16717500000000002,0.9895721436550189,1.0048359069308046,0,0,0,0,0
4,33,1.0,0.3,1.5,1,0,0.2,1.67175,1.3374000000000001,0.33435000000000004,0.9881295215619943,1.0016362029386046,0,0,0,0,0
4,33,1.0,0.3,1.5,1,0,0.3,1.67175,1.170225,0.501525,0.9866794536135419,1.0,0,0,0,0,0
4,33,1.0,0.3,1.5,1,0,0.4,1.67175,1.00305,0.6687000000000001,0.985221826948982,1.0,0,0,0,0,0
4,33,1.0,0.3,1.5,1,0,0.5,1.67175,0.835875,0.835875,0.983756525662367,1.0,0,0,0,0,0
5,33,1.0,0.3,1.5,2,0,0.0,1.67175,1.67175,0.0,0.9963124279908759,1.0025521878521395,0,0,0,0,0
5,33,1.0,0.3,1.5,2,0,0.1,1.67175,1.504575,0.16717500000000002,0.9943518384538107,1.0014242917088299,0,0,0,0,0
5,33,1.0,0.3,1.5,2,0,0.2,1.67175,1.3374000000000001,0.33435000000000004,0.9923827409015208,1.0003954956509022,0,0,0,0,0
5,33,1.0,0.3,1.5,2,0,0.3,1.67175,1.170225,0.501525,0.9904050305540132,1.0,0,0,0,0,0
5,33,1.0,0.3,1.5,2,0,0.4,1.67175,1.00305,0.6687000000000001,0.9884186004106922,1.0,0,0,0,0,0
5,33,1.0,0.3,1.5,2,0,0.5,1.67175,0.835875,0.835875,0.986423341182967,1.0,0,0,0,0,0
6,33,1.0,0.3,2.0,0,0,0.0,2.229,2.229,0.0,0.9982776590512478,1.035193671734974,0,0,0,0,0
6,33,1.0,0.3,2.0,0,0,0.1,2.229,2.0061,0.22290000000000001,0.9975967398045936,1.0295286488710758,0,0,0,0,0
6,33,1.0,0.3,2.0,0,0,0.2,2.229,1.7832000000000001,0.44580000000000003,0.9969083561238721,1.023798251975698,0,0,0,0,0
6,33,1.0,0.3,2.0,0,0,0.3,2.229,1.5603,0.6687,0.9962123123149146,1.0180004099002773,0,0,0,0,0
6,33,1.0,0.3,2.0,0,0,0.4,2.229,1.3374,0.8916000000000001,0.9955084029556078,1.0121329390673233,0,0,0,0,0
6,33,1.0,0.3,2.0,0,0,0.5,2.229,1.1145,1.1145,0.9947964121879477,1.0061935347472126,0,0,0,0,0
7,33,1.0,0.3,2.0,1,0,0.0,2.229,2.229,0.0,0.998368337509513,1.009310923575903,0,0,0,0,0
7,33,1.0,0.3,2.0,1,0,0.1,2.229,2.0061,0.22290000000000001,0.9968052086382496,1.0060105412353466,0,0,0,0,0
7,33,1.0,0.3,2.0,1,0,0.2,2.229,1.7832000000000001,0.44580000000000003,0.9945754907429937,1.0026894304169705,0,0,0,0,0
7,33,1.0,0.3,2.0,1,0,0.3,2.229,1.5603,0.6687,0.992334333289476,1.0010537647807538,0,0,0,0,0
7,33,1.0,0.3,2.0,1,0,0.4,2.229,1.3374,0.8916000000000001,0.990081561427181,1.0006084885255795,0,0,0,0,0
7,33,1.0,0.3,2.0,1,0,0.5,2.229,1.1145,1.1145,0.9878169955675067,1.0001623746422381,0,0,0,0,0
8,33,1.0,0.3,2.0,2,0,0.0,2.229,2.229,0.0,0.9987795338077655,1.0255932944480297,0,0,0,0,0
8,33,1.0,0.3,2.0,2,0,0.1,2.229,2.0061,0.22290000000000001,0.9983696452402729,1.020910225884361,0,0,0,0,0
8,33,1.0,0.3,2.0,2,0,0.2,2.229,1.7832000000000001,0.44580000000000003,0.9975953868012701,1.0161834627868387,0,0,0,0,0
8,33,1.0,0.3,2.0,2,0,0.3,2.229,1.5603,0.6687,0.9968134077802556,1.0114118675201855,0,0,0,0,0
8,33,1.0,0.3,2.0,2,0,0.4,2.229,1.3374,0.8916000000000001,0.9960235242075023,1.0067220335443678,0,0,0,0,0
8,33,1.0,0.3,2.0,2,0,0.5,2.229,1.1145,1.1145,0.9949992200650963,1.0023006607227447,0,0,0,0,0
9,33,1.0,0.3,3.0,0,0,0.0,3.3435,3.3435,0.0,0.9996257893982757,1.0224494788344454,0,0,0,0,0
9,33,1.0,0.3,3.0,0,0,0.1,3.3435,3.00915,0.33435000000000004,0.9973673828471321,1.0179225937583658,0,0,0,0,0
9,33,1.0,0.3,3.0,0,0,0.2,3.3435,2.6748000000000003,0.6687000000000001,0.9950936164402562,1.0133572273379763,0,0,0,0,0
9,33,1.0,0.3,3.0,0,0,0.3,3.3435,2.34045,1.00305,0.9928041791764362,1.0087524378948562,0,0,0,0,0
9,33,1.0,0.3,3.0,0,0,0.4,3.3435,2.0061,1.3374000000000001,0.990498748510855,1.0062335573600458,0,0,0,0,0
9,33,1.0,0.3,3.0,0,0,0.5,3.3435,1.67175,1.67175,0.9881769897159309,1.0047958312310203,0,0,0,0,0
10,33,1.0,0.3,3.0,1,0,0.0,3.3435,3.3435,0.0,1.0,1.0340682535141266,0,0,0,0,0
10,33,1.0,0.3,3.0,1,0,0.1,3.3435,3.00915,0.33435000000000004,0.9997064884537342,1.0284915234821355,0,0,0,0,0
10,33,1.0,0.3,3.0,1,0,0.2,3.3435,2.6748000000000003,0.6687000000000001,0.9987873664192362,1.0228541831756026,0,0,0,0,0
10,33,1.0,0.3,3.0,1,0,0.3,3.3435,2.34045,1.00305,0.9978597137417131,1.0171543672411547,0,0,0,0,0
10,33,1.0,0.3,3.0,1,0,0.4,3.3435,2.0061,1.3374000000000001,0.9969233051471572,1.011390112370989,0,0,0,0,0
10,33,1.0,0.3,3.0,1,0,0.5,3.3435,1.67175,1.67175,0.9959779041900302,1.0055593499587425,0,0,0,0,0
11,33,1.0,0.3,3.0,2,0,0.0,3.3435,3.3435,0.0,1.0,1.049362305446192,0,0,0,0,0
11,33,1.0,0.3,3.0,2,0,0.1,3.3435,3.00915,0.33435000000000004,1.0,1.042428678213925,0,0,0,0,0
11,33,1.0,0.3,3.0,2,0,0.2,3.3435,2.6748000000000003,0.6687000000000001,1.0,1.0354044260474065,0,0,0,0,0
11,33,1.0,0.3,3.0,2,0,0.3,3.3435,2.34045,1.00305,0.9973189786765956,1.0282862121820542,0,0,0,0,0
11,33,1.0,0.3,3.0,2,0,0.4,3.3435,2.0061,1.3374000000000001,0.9944410498567954,1.0210704878432264,0,0,0,0,0
11,33,1.0,0.3,3.0,2,0,0.5,3.3435,1.67175,1.67175,0.9915244848628822,1.0137534728765671,0,0,0,0,0
12,33,1.0,0.3,4.0,0,1,0.0,4.458,4.458,0.0,1.0,1.0731394871412923,0,9,9,1,1
12,33,1.0,0.3,4.0,0,1,0.1,4.458,4.0122,0.44580000000000003,1.0,1.0641122929998421,0,6,6,1,1
12,33,1.0,0.3,4.0,0,1,0.2,4.458,3.5664000000000002,0.8916000000000001,1.0,1.0549417010750914,0,4,4,1,1
12,33,1.0,0.3,4.0,0,1,0.3,4.458,3.1206,1.3374,1.0,1.045621128497707,0,0,0,0,0
12,33,1.0,0.3,4.0,0,1,0.4,4.458,2.6748,1.7832000000000001,1.0,1.0361434695180325,0,0,0,0,0
12,33,1.0,0.3,4.0,0,1,0.5,4.458,2.229,2.229,0.9982403406249688,1.026501035295394,0,0,0,0,0
13,33,1.0,0.3,4.0,1,1,0.0,4.458,4.458,0.0,1.0,1.0889424442966729,0,10,10,1,1
13,33,1.0,0.3,4.0,1,1,0.1,4.458,4.0122,0.44580000000000003,1.0,1.0785858771793841,0,9,9,1,1
13,33,1.0,0.3,4.0,1,1,0.2,4.458,3.5664000000000002,0.8916000000000001,1.0,1.0680377901717388,0,8,8,1,1
13,33,1.0,0.3,4.0,1,1,0.3,4.458,3.1206,1.3374,1.0,1.0572881603929258,0,5,5,1,1
13,33,1.0,0.3,4.0,1,1,0.4,4.458,2.6748,1.7832000000000001,0.9996576443757363,1.0463260416678097,0,0,0,0,0
13,33,1.0,0.3,4.0,1,1,0.5,4.458,2.229,2.229,0.9983004531668455,1.03513945167226,0,0,0,0,0
14,33,1.0,0.3,4.0,2,1,0.0,4.458,4.458,0.0,0.9999409310615689,1.0824215553771472,0,13,13,1,1
14,33,1.0,0.3,4.0,2,1,0.1,4.458,4.0122,0.44580000000000003,0.9997173215326537,1.072610864614296,0,9,9,1,1
14,33,1.0,0.3,4.0,2,1,0.2,4.458,3.5664000000000002,0.8916000000000001,0.9994900359700493,1.0626276113594555,0,6,6,1,1
14,33,1.0,0.3,4.0,2,1,0.3,4.458,3.1206,1.3374,0.9992589262322313,1.0524631504465856,0,2,2,1,1
14,33,1.0,0.3,4.0,2,1,0.4,4.458,2.6748,1.7832000000000001,0.9990238324101777,1.0421080874487376,0,0,0,0,0
14,33,1.0,0.3,4.0,2,1,0.5,4.458,2.229,2.229,0.9987845814318941,1.0315521843881055,0,0,0,0,0
15,33,1.0,0.5,1.0,0,0,0.0,1.8575,1.8575,0.0,0.978265222285867,1.0041951545042735,0,0,0,0,0
15,33,1.0,0.5,1.0,0,0,0.1,1.8575,1.67175,0.18575,0.9764677881547658,1.003368556056202,0,0,0,0,0
15,33,1.0,0.5,1.0,0,0,0.2,1.8575,1.486,0.3715,0.9746006668797151,1.0025401216146133,0,0,0,0,0
15,33,1.0,0.5,1.0,0,0,0.3,1.8575,1.30025,0.5572499999999999,0.9725904287383438,1.0017098398701976,0,0,0,0,0
15,33,1.0,0.5,1.0,0,0,0.4,1.8575,1.1144999999999998,0.743,0.9705713401619013,1.000877699377951,0,0,0,0,0
15,33,1.0,0.5,1.0,0,0,0.5,1.8575,0.92875,0.92875,0.9685432925546139,1.0000436885544872,0,0,0,0,0
16,33,1.0,0.5,1.0,1,0,0.0,1.8575,1.8575,0.0,0.9912808696579576,1.004521740843767,0,0,0,0,0
16,33,1.0,0.5,1.0,1,0,0.1,1.8575,1.67175,0.18575,0.9887996157132218,1.0000854756228514,0,0,0,0,0
16,33,1.0,0.5,1.0,1,0,0.2,1.8575,1.486,0.3715,0.985692744182347,1.0,0,0,0,0,0
16,33,1.0,0.5,1.0,1,0,0.3,1.8575,1.30025,0.5572499999999999,0.9825620358474498,1.0,0,0,0,0,0
16,33,1.0,0.5,1.0,1,0,0.4,1.8575,1.1144999999999998,0.743,0.9794069648403256,1.0,0,0,0,0,0
16,33,1.0,0.5,1.0,1,0,0.5,1.8575,0.92875,0.92875,0.9762269847991626,1.0,0,0,0,0,0
17,33,1.0,0.5,1.0,2,0,0.0,1.8575,1.8575,0.0,0.9764458830264281,1.0002674279729917,0,0,0,0,0
17,33,1.0,0.5,1.0,2,0,0.1,1.8575,1.67175,0.18575,0.9746703210502182,1.0,0,0,0,0,0
17,33,1.0,0.5,1.0,2,0,0.2,1.8575,1.486,0.3715,0.9728856872797307,1.0,0,0,0,0,0
17,33,1.0,0.5,1.0,2,0,0.3,1.8575,1.30025,0.5572499999999999,0.9710918441004286,1.0,0,0,0,0,0
17,33,1.0,0.5,1.0,2,0,0.4,1.8575,1.1144999999999998,0.743,0.9692886502110232,1.0,0,0,0,0,0
17,33,1.0,0.5,1.0,2,0,0.5,1.8575,0.92875,0.92875,0.9674759604802027,1.0,0,0,0,0,0
18,33,1.0,0.5,1.5,0,0,0.0,2.78625,2.78625,0.0,0.9787528094026539,1.0137161228363525,0,0,0,0,0
18,33,1.0,0.5,1.5,0,0,0.1,2.78625,2.507625,0.278625,0.9769593704443347,1.0084438206516964,0,0,0,0,0
18,33,1.0,0.5,1.5,0,0,0.2,2.78625,2.229,0.55725,0.9751476813503328,1.0031157512115556,0,0,0,0,0
18,33,1.0,0.5,1.5,0,0,0.3,2.78625,1.9503749999999997,0.8358749999999999,0.9733172510945578,1.0004687727165795,0,0,0,0,0
18,33,1.0,0.5,1.5,0,0,0.4,2.78625,1.6717499999999998,1.1145,0.9714675646627794,1.0,0,0,0,0,0
18,33,1.0,0.5,1.5,0,0,0.5,2.78625,1.393125,1.393125,0.969598081347863,1.0,0,0,0,0,0
19,33,1.0,0.5,1.5,1,0,0.0,2.78625,2.78625,0.0,0.9962214265242224,1.0355999389190718,0,0,0,0,0
19,33,1.0,0.5,1.5,1,0,0.1,2.78625,2.507625,0.278625,0.9951616128876462,1.028370671591843,0,0,0,0,0
19,33,1.0,0.5,1.5,1,0,0.2,2.78625,2.229,0.55725,0.9940900564147916,1.0210412213790487,0,0,0,0,0
19,33,1.0,0.5,1.5,1,0,0.3,2.78625,1.9503749999999997,0.8358749999999999,0.9930063810276302,1.0136076601047763,0,0,0,0,0
19,33,1.0,0.5,1.5,1,0,0.4,2.78625,1.6717499999999998,1.1145,0.9893985233738326,1.00606579440149,0,0,0,0,0
19,33,1.0,0.5,1.5,1,0,0.5,2.78625,1.393125,1.393125,0.9846489787492948,1.0,0,0,0,0,0
20,33,1.0,0.5,1.5,2,0,0.0,2.78625,2.78625,0.0,0.9919532117663128,1.0199374766809646,0,0,0,0,0
20,33,1.0,0.5,1.5,2,0,0.1,2.78625,2.507625,0.278625,0.9888944181704855,1.0141131169539148,0,0,0,0,0
20,33,1.0,0.5,1.5,2,0,0.2,2.78625,2.229,0.55725,0.9858061818620437,1.0082248885240261,0,0,0,0,0
20,33,1.0,0.5,1.5,2,0,0.3,2.78625,1.9503749999999997,0.8358749999999999,0.9826876844111172,1.0022707838950393,0,0,0,0,0
20,33,1.0,0.5,1.5,2,0,0.4,2.78625,1.6717499999999998,1.1145,0.979538066509762,1.0,0,0,0,0,0
20,33,1.0,0.5,1.5,2,0,0.5,2.78625,1.393125,1.393125,0.9763564249784799,1.0,0,0,0,0,0
21,33,1.0,0.5,2.0,0,0,0.0,3.715,3.715,0.0,0.9924698229506128,1.0289072875471872,0,0,0,0,0
21,33,1.0,0.5,2.0,0,0,0.1,3.715,3.3435,0.3715,0.9893751077482325,1.0222762725471124,0,0,0,0,0
21,33,1.0,0.5,2.0,0,0,0.2,3.715,2.972,0.743,0.986248105674981,1.015558666152355,0,0,0,0,0
21,33,1.0,0.5,2.0,0,0,0.3,3.715,2.6005,1.1144999999999998,0.9830877927773498,1.0087512431155268,0,0,0,0,0
21,33,1.0,0.5,2.0,0,0,0.4,3.715,2.2289999999999996,1.486,0.9798930847679655,1.0055556384223188,0,0,0,0,0
21,33,1.0,0.5,2.0,0,0,0.5,3.715,1.8575,1.8575,0.9766628317239926,1.0039565182221115,0,0,0,0,0
22,33,1.0,0.5,2.0,1,0,0.0,3.715,3.715,0.0,0.9929393990883795,1.02901276394853,0,0,0,0,0
22,33,1.0,0.5,2.0,1,0,0.1,3.715,3.3435,0.3715,0.9898042932613224,1.022367318943188,0,0,0,0,0
22,33,1.0,0.5,2.0,1,0,0.2,3.715,2.972,0.743,0.9866355241465913,1.015641339375662,0,0,0,0,0
22,33,1.0,0.5,2.0,1,0,0.3,3.715,2.6005,1.1144999999999998,0.9834320346827995,1.0088319896730156,0,0,0,0,0
22,33,1.0,0.5,2.0,1,0,0.4,3.715,2.2289999999999996,1.486,0.980192708114492,1.0019362631318784,0,0,0,0,0
22,33,1.0,0.5,2.0,1,0,0.5,3.715,1.8575,1.8575,0.9769163630423252,1.0005047175667645,0,0,0,0,0
23,33,1.0,0.5,2.0,2,0,0.0,3.715,3.715,0.0,0.9984477736750724,1.0299447516898752,0,0,0,0,0
23,33,1.0,0.5,2.0,2,0,0.1,3.715,3.3435,0.3715,0.998197770371961,1.023815217903884,0,0,0,0,0
23,33,1.0,0.5,2.0,2,0,0.2,3.715,2.972,0.743,0.9979456685526484,1.0176091352421217,0,0,0,0,0
23,33,1.0,0.5,2.0,2,0,0.3,3.715,2.6005,1.1144999999999998,0.9949937146953896,1.0113238105616182,0,0,0,0,0
23,33,1.0,0.5,2.0,2,0,0.4,3.715,2.2289999999999996,1.486,0.9903133492254845,1.0049965031572345,0,0,0,0,0
23,33,1.0,0.5,2.0,2,0,0.5,3.715,1.8575,1.8575,0.985508806641844,1.0,0,0,0,0,0
24,33,1.0,0.5,3.0,0,1,0.0,5.5725,5.5725,0.0,1.0,1.0573976021999862,0,6,6,1,1
24,33,1.0,0.5,3.0,0,1,0.1,5.5725,5.01525,0.55725,1.0,1.0485506026882994,0,0,0,0,0
24,33,1.0,0.5,3.0,0,1,0.2,5.5725,4.458,1.1145,1.0,1.0395479790073987,0,0,0,0,0
24,33,1.0,0.5,3.0,0,1,0.3,5.5725,3.9007499999999995,1.6717499999999998,1.0,1.0303820752429649,0,0,0,0,0
24,33,1.0,0.5,3.0,0,1,0.4,5.5725,3.3434999999999997,2.229,0.9999294991420318,1.0210445812921172,0,0,0,0,0
24,33,1.0,0.5,3.0,0,1,0.5,5.5725,2.78625,2.78625,0.9978036713782344,1.0115264518763678,0,0,0,0,0
25,33,1.0,0.5,3.0,1,1,0.0,5.5725,5.5725,0.0,0.9996262284846509,1.0957484188363917,0,9,9,1,1
25,33,1.0,0.5,3.0,1,1,0.1,5.5725,5.01525,0.55725,0.999271986598516,1.083574966817248,0,7,7,1,1
25,33,1.0,0.5,3.0,1,1,0.2,5.5725,4.458,1.1145,0.9989132034776829,1.0711189024111039,0,6,6,1,1
25,33,1.0,0.5,3.0,1,1,0.3,5.5725,3.9007499999999995,1.6717499999999998,0.9985496469800282,1.0583619226014824,0,4,4,1,1
25,33,1.0,0.5,3.0,1,1,0.4,5.5725,3.3434999999999997,2.229,0.9981654359251508,1.0452836575657907,0,0,0,0,0
25,33,1.0,0.5,3.0,1,1,0.5,5.5725,2.78625,2.78625,0.9941684595718763,1.0318612828780447,0,0,0,0,0
26,33,1.0,0.5,3.0,2,1,0.0,5.5725,5.5725,0.0,1.0,1.071080865952726,0,6,6,1,1
26,33,1.0,0.5,3.0,2,1,0.1,5.5725,5.01525,0.55725,1.0,1.0608514146268766,0,6,6,1,1
26,33,1.0,0.5,3.0,2,1,0.2,5.5725,4.458,1.1145,0.9994017260677571,1.0504279978257602,0,2,2,1,1
26,33,1.0,0.5,3.0,2,1,0.3,5.5725,3.9007499999999995,1.6717499999999998,0.9977200138669685,1.03980013452752,0,0,0,0,0
26,33,1.0,0.5,3.0,2,1,0.4,5.5725,3.3434999999999997,2.229,0.9960091613645883,1.0289563603334266,0,0,0,0,0
26,33,1.0,0.5,3.0,2,1,0.5,5.5725,2.78625,2.78625,0.9942677796293562,1.0178840931233282,0,0,0,0,0
27,33,1.0,0.5,4.0,0,1,0.0,7.43,7.43,0.0,1.0,1.1189810963314406,0,11,11,1,1
27,33,1.0,0.5,4.0,0,1,0.1,7.43,6.687,0.743,1.0,1.1048988099225474,0,10,10,1,1
27,33,1.0,0.5,4.0,0,1,0.2,7.43,5.944,1.486,1.0,1.0904651287517804,0,10,10,1,1
27,33,1.0,0.5,4.0,0,1,0.3,7.43,5.201,2.2289999999999996,1.0,1.0756553382287457,0,9,9,1,1
27,33,1.0,0.5,4.0,0,1,0.4,7.43,4.457999999999999,2.972,1.0,1.0604416253002718,0,6,6,1,1
27,33,1.0,0.5,4.0,0,1,0.5,7.43,3.715,3.715,1.0,1.0447925563369058,0,0,0,0,0
28,33,1.0,0.5,4.0,1,1,0.0,7.43,7.43,0.0,1.0,1.1245061279780582,0,14,14,1,1
28,33,1.0,0.5,4.0,1,1,0.1,7.43,6.687,0.743,1.0,1.109910812953682,0,11,11,1,1
28,33,1.0,0.5,4.0,1,1,0.2,7.43,5.944,1.486,0.9998716106338743,1.0949525920534506,0,10,10,1,1
28,33,1.0,0.5,4.0,1,1,0.3,7.43,5.201,2.2289999999999996,0.9994003112744454,1.079605713233901,0,9,9,1,1
28,33,1.0,0.5,4.0,1,1,0.4,7.43,4.457999999999999,2.972,0.9975813632933856,1.0638411761424447,0,6,6,1,1
28,33,1.0,0.5,4.0,1,1,0.5,7.43,3.715,3.715,0.9956452331519833,1.0476261805693492,0,0,0,0,0
29,33,1.0,0.5,4.0,2,1,0.0,7.43,7.43,0.0,0.9996486758079652,1.1508372214011142,0,21,21,1,1
29,33,1.0,0.5,4.0,2,1,0.1,7.43,6.687,0.743,0.9993221115630523,1.1344086245170812,0,21,21,1,1
29,33,1.0,0.5,4.0,2,1,0.2,7.43,5.944,1.486,0.9989857777088814,1.1175126924215815,0,17,17,1,1
29,33,1.0,0.5,4.0,2,1,0.3,7.43,5.201,2.2289999999999996,0.9986390485103206,1.1001119409238687,0,10,10,1,1
29,33,1.0,0.5,4.0,2,1,0.4,7.43,4.457999999999999,2.972,0.9982812144235663,1.082163516303727,0,9,9,1,1
29,33,1.0,0.5,4.0,2,1,0.5,7.43,3.715,3.715,0.9979114651195908,1.0636180553502148,0,6,6,1,1
30,33,1.0,0.7,1.0,0,0,0.0,2.6005,2.6005,0.0,0.9742630953242075,1.001351776029398,0,0,0,0,0
30,33,1.0,0.7,1.0,0,0,0.1,2.6005,2.3404499999999997,0.26005,0.9710275531178862,1.0006422270145106,0,0,0,0,0
30,33,1.0,0.7,1.0,0,0,0.2,2.6005,2.0804,0.5201,0.9677659098781783,1.0,0,0,0,0,0
30,33,1.0,0.7,1.0,0,0,0.3,2.6005,1.8203499999999997,0.7801499999999999,0.9644775660832609,1.0,0,0,0,0,0
30,33,1.0,0.7,1.0,0,0,0.4,2.6005,1.5602999999999998,1.0402,0.9611618984528045,1.0,0,0,0,0,0
30,33,1.0,0.7,1.0,0,0,0.5,2.6005,1.30025,1.30025,0.9578182585979501,1.0,0,0,0,0,0
31,33,1.0,0.7,1.0,1,0,0.0,2.6005,2.6005,0.0,0.9864340312718334,1.0195518755054522,0,0,0,0,0
31,33,1.0,0.7,1.0,1,0,0.1,2.6005,2.3404499999999997,0.26005,0.9823332858825135,1.0122073426212672,0,0,0,0,0
31,33,1.0,0.7,1.0,1,0,0.2,2.6005,2.0804,0.5201,0.9781844575360436,1.0047553199449604,0,0,0,0,0
31,33,1.0,0.7,1.0,1,0,0.3,2.6005,1.8203499999999997,0.7801499999999999,0.9739858575137645,1.0,0,0,0,0,0
31,33,1.0,0.7,1.0,1,0,0.4,2.6005,1.5602999999999998,1.0402,0.9697356878158008,1.0,0,0,0,0,0
31,33,1.0,0.7,1.0,1,0,0.5,2.6005,1.30025,1.30025,0.9654320305741022,1.0,0,0,0,0,0
32,33,1.0,0.7,1.0,2,0,0.0,2.6005,2.6005,0.0,0.9830612483573035,1.0167123241273475,0,0,0,0,0
32,33,1.0,0.7,1.0,2,0,0.1,2.6005,2.3404499999999997,0.26005,0.9792996603564448,1.0104640145615762,0,0,0,0,0
32,33,1.0,0.7,1.0,2,0,0.2,2.6005,2.0804,0.5201,0.9754896063956016,1.004131962553953,0,0,0,0,0
32,33,1.0,0.7,1.0,2,0,0.3,2.6005,1.8203499999999997,0.7801499999999999,0.9716293790844381,1.0,0,0,0,0,0
32,33,1.0,0.7,1.0,2,0,0.4,2.6005,1.5602999999999998,1.0402,0.9677171638363794,1.0,0,0,0,0,0
32,33,1.0,0.7,1.0,2,0,0.5,2.6005,1.30025,1.30025,0.963751029069407,1.0,0,0,0,0,0
33,33,1.0,0.7,1.5,0,0,0.0,3.9007499999999995,3.9007499999999995,0.0,0.9916762445322004,1.0381115733647057,0,0,0,0,0
33,33,1.0,0.7,1.5,0,0,0.1,3.9007499999999995,3.5106749999999995,0.39007499999999995,0.9905011467629923,1.0293371887702112,0,0,0,0,0
33,33,1.0,0.7,1.5,0,0,0.2,3.9007499999999995,3.1205999999999996,0.7801499999999999,0.9893052159058887,1.020410053639666,0,0,0,0,0
33,33,1.0,0.7,1.5,0,0,0.3,3.9007499999999995,2.7305249999999996,1.1702249999999998,0.9880875724440702,1.0113227212709845,0,0,0,0,0
33,33,1.0,0.7,1.5,0,0,0.4,3.9007499999999995,2.3404499999999997,1.5602999999999998,0.9868472664796918,1.0020671151282456,0,0,0,0,0
33,33,1.0,0.7,1.5,0,0,0.5,3.9007499999999995,1.9503749999999997,1.9503749999999997,0.9810765161339365,1.0,0,0,0,0,0
34,33,1.0,0.7,1.5,1,0,0.0,3.9007499999999995,3.9007499999999995,0.0,0.9734154549910623,1.0086736684397797,0,0,0,0,0
